LG,TM,FIRST,LAST,USE,B/P,C,1B,2B,3B,SS,LF,CF,RF
NL,AT,Ender,Inciarte,ADD,BAT,,,,,,2,2,
NL,AT,Sean,Kazmar jr.,COMP,BAT,,,,,,,,
NL,AT,Jonathan,Lucroy,COMP,BAT,4,,,,,,,
NL,AT,Jeff,Mathis,COMP,BAT,3,,,,,,,
NL,AT,Marcell,Ozuna,ADD,BAT,,,,,,4,,
NL,AT,Cristian,Pache,ADD,BAT,,,,,,,2,
NL,AT,Joc,Pederson,REG,BAT,,5,,,,4(B3),4,4(B3)
NL,AT,Austin,Riley,REG,BAT,,4,,3,,,,5
NL,AT,Eddie,Rosario-2,REG,BAT,,,,,,4(B3),,
NL,AT,Pablo,Sandoval,ADD,BAT,,4,,5,,,,
NL,AT,Kevan,Smith-2,COMP,BAT,4,,,,,,,
NL,AT,Jorge,Soler-2,REG,BAT,,,,,,4,,
NL,AT,Dansby,Swanson,REG,BAT,,,,,2,,,
NL,AT,Stephen,Vogt,MIX,BAT,4,5,,,,,,
NL,AT,Ian,Anderson,REG,PIT,,,,,,,,
NL,AT,Jesse,Biddle,COMP,PIT,,,,,,,,
NL,AT,Jesse,Chavez,REG,PIT,,,,,,,,
NL,AT,Tucker,Davidson,COMP,PIT,,,,,,,,
NL,AT,Grant,Dayton,COMP,PIT,,,,,,,,
NL,AT,Carl,Edwards Jr.-1,COMP,PIT,,,,,,,,
NL,AT,Jay,Flaa-2,COMP,PIT,,,,,,,,
NL,AT,Max,Fried,REG,PIT,,,,,,,,
NL,AT,Luke,Jackson,REG,PIT,,,,,,,,
NL,AT,Dylan,Lee,COMP,PIT,,,,,,,,
NL,AT,Chris,Martin-1,REG,PIT,,,,,,,,
NL,AT,Tyler,Matzek,REG,PIT,,,,,,,,
NL,AT,A.J.,Minter,REG,PIT,,,,,,,,
NL,AT,Charlie,Morton,REG,PIT,,,,,,,,
NL,AT,Kyle,Muller,ADD,PIT,,,,,,,,
NL,AT,Sean,Newcomb,ADD,PIT,,,,,,,,
NL,AT,Richard,Rodriguez,REG,PIT,,,,,,,,
NL,AT,Edgar,Santana-1,REG,PIT,,,,,,,,
NL,AT,Will,Smith,REG,PIT,,,,,,,,
NL,AT,Drew,Smyly,REG,PIT,,,,,,,,
NL,AT,Spencer,Strider,COMP,PIT,,,,,,,,
NL,AT,Ty,Tice-2,COMP,PIT,,,,,,,,
NL,AT,Josh,Tomlin,ADD,PIT,,,,,,,,
NL,AT,Touki,Toussaint,REG,PIT,,,,,,,,
NL,AT,Jacob,Webb,ADD,PIT,,,,,,,,
NL,AT,Kyle,Wright,COMP,PIT,,,,,,,,
NL,AT,Huascar,Ynoa,REG,PIT,,,,,,,,
NL,CC,Sergio,Alcantara,REG,BAT,,,3,4,3,,,
NL,CC,David,Bote,REG,BAT,,,3(B2),3,,,,
NL,CC,Erick,Castillo,COMP,BAT,4,,,,,,,
NL,CC,Robinson,Chirinos,REG,BAT,3,,5,,,,,
NL,CC,Willson,Contreras-1,REG,BAT,2,,,4,,4,,
NL,CC,Greg,Deichmann,COMP,BAT,,,,,,4,,4
NL,CC,Matt,Duffy,REG,BAT,,4,3,2,4,4,,
NL,CC,Johneshwy,Fargas,COMP,BAT,,,,,,4,4,4
NL,CC,Trent,Giambrone,COMP,BAT,,,4,,,,,
NL,CC,Taylor,Gushue,COMP,BAT,4,5,,,,,,
NL,CC,Ian,Happ,REG,BAT,,,4,5,,3,4,4(B3)
NL,CC,Michael,Hermosillo,COMP,BAT,,,,,,3,4,3
NL,CC,Jason,Heyward,REG,BAT,,,,,,,,1
NL,CC,P.J.,Higgins,COMP,BAT,4,4,,,,,,
NL,CC,Nico,Hoerner,REG,BAT,,,2,4,3,4,4,
NL,CC,Tyler,Ladendorf,COMP,BAT,,,,,,,,
NL,CC,Jose,Lobaton,COMP,BAT,4,,,,,,,
NL,CC,Nick,Martini,COMP,BAT,,,,,,4,,4
NL,CC,Rafael,Ortega,REG,BAT,,,,,,3,4,3
NL,CC,Tyler,Payne,COMP,BAT,4,,,,,,,
NL,CC,Alfonso,Rivas III,COMP,BAT,,4,,,,4,,4
NL,CC,Anthony,Rizzo-1,MIX,BAT,,1,,,,,,
NL,CC,Andrew,Romine-1,ADD,BAT,,,4,,4,,,
NL,CC,Austin,Romine-2,REG,BAT,3,,,,,,,
NL,CC,Frank,Schwindel-2,REG,BAT,,4(B3),,,,,,
NL,CC,Eric,Sogard,REG,BAT,,,4(B3),3,4,,,
NL,CC,Trayce,Thompson,COMP,BAT,,,,,,,3,3
NL,CC,Patrick,Wisdom,REG,BAT,,3,,2,,3,,4
NL,CC,Tony,Wolters,COMP,BAT,3,,4,,,5,,
NL,CC,Cory,Abbott,COMP,PIT,,,,,,,,
NL,CC,Jason,Adam,COMP,PIT,,,,,,,,
NL,CC,Adbert,Alzolay,REG,PIT,,,,,,,,
NL,CC,Joe,Biagini,COMP,PIT,,,,,,,,
NL,CC,Rex,Brothers,REG,PIT,,,,,,,,
NL,CC,Andrew,Chafin-1,ADD,PIT,,,,,,,,
NL,CC,Zach,Davies,REG,PIT,,,,,,,,
NL,CC,Scott,Effross,COMP,PIT,,,,,,,,
NL,CC,Kyle,Hendricks,REG,PIT,,,,,,,,
NL,CC,Codi,Heuer-2,REG,PIT,,,,,,,,
NL,CC,Jake,Jewell,COMP,PIT,,,,,,,,
NL,CC,Craig,Kimbrel-1,MIX,PIT,,,,,,,,
NL,CC,Dillon,Maples,REG,PIT,,,,,,,,
NL,CC,Trevor,Megill-1,COMP,PIT,,,,,,,,
NL,CC,Ryan,Meisinger,COMP,PIT,,,,,,,,
NL,CC,Alec,Mills,REG,PIT,,,,,,,,
NL,CC,Adam,Morgan,REG,PIT,,,,,,,,
NL,CC,Tommy,Nance,ADD,PIT,,,,,,,,
NL,CC,Manuel,Rodriguez,COMP,PIT,,,,,,,,
NL,CC,Michael,Rucker,REG,PIT,,,,,,,,
NL,CC,Kyle,Ryan,COMP,PIT,,,,,,,,
NL,CC,Adrian,Sampson,REG,PIT,,,,,,,,
NL,CC,Justin,Steele,REG,PIT,,,,,,,,
NL,CC,Kohl,Stewart,COMP,PIT,,,,,,,,
NL,CC,Pedro,Strop,COMP,PIT,,,,,,,,
NL,CC,Ryan,Tepera-1,MIX,PIT,,,,,,,,
NL,CC,Keegan,Thompson,REG,PIT,,,,,,,,
NL,CC,Rowan,Wick,REG,PIT,,,,,,,,
NL,CC,Brad,Wieck,COMP,PIT,,,,,,,,
NL,CC,Dan,Winkler,REG,PIT,,,,,,,,
NL,CC,Brandon,Workman-1,COMP,PIT,,,,,,,,
NL,CN,Shogo,Akiyama,REG,BAT,,,,,,2,3,3
NL,CN,Aristides,Aquino,REG,BAT,,,,,,3,4,3
NL,CN,Tucker,Barnhart,REG,BAT,1,4,,,,,,
NL,CN,Jose,Barrero,COMP,BAT,,,3,,3,,4,
NL,CN,Alex,Blandino,ADD,BAT,,3,3,3,4,4,,
NL,CN,Asdrubal,Cabrera,MIX,BAT,,4,,4,4,,,
NL,CN,Nick,Castellanos,REG,BAT,,,,,,,,4(B3)
NL,CN,Delino,DeShields,COMP,BAT,,,,,,3,2,
NL,CN,Kyle,Farmer,REG,BAT,,4,3,4,3(B2),4,,
NL,CN,Mike,Freeman,COMP,BAT,,3,3,3,3,,4,
NL,CN,TJ,Friedl,COMP,BAT,,,,,,4,4,
NL,CN,Scott,Heineman,COMP,BAT,,4,,,,,4,4
NL,CN,Jonathan,India,REG,BAT,,,3,,,,,
NL,CN,Alejo,Lopez,COMP,BAT,,,4,4,,5,,
NL,CN,Mike,Moustakas,REG,BAT,,4,4,4,,,,
NL,CN,Tyler,Naquin,REG,BAT,,,,,,3,4,3
NL,CN,Mark,Payton,COMP,BAT,,,,,,3,,3
NL,CN,Max,Schrock,REG,BAT,,4,4,4,,5,,5
NL,CN,Nick,Senzel,ADD,BAT,,,4,4,,,4,
NL,CN,Tyler,Stephenson,REG,BAT,3,4,,,,5,,
NL,CN,Eugenio,Suarez,REG,BAT,,,,3,4,,,
NL,CN,Joey,Votto,REG,BAT,,3,,,,,,
NL,CN,Jesse,Winker,REG,BAT,3,,,,,4(B3),4,4(B3)
NL,CN,R.J.,Alaniz,COMP,PIT,,,,,,,,
NL,CN,Tejay,Antone,ADD,PIT,,,,,,,,
NL,CN,Brad,Brach,ADD,PIT,,,,,,,,
NL,CN,Luis,Castillo,REG,PIT,,,,,,,,
NL,CN,Luis,Cessa-2,REG,PIT,,,,,,,,
NL,CN,Jose,De Leon,COMP,PIT,,,,,,,,
NL,CN,Sean,Doolittle-1,MIX,PIT,,,,,,,,
NL,CN,Michael,Feliz-1,COMP,PIT,,,,,,,,
NL,CN,Carson,Fulmer,COMP,PIT,,,,,,,,
NL,CN,Edgar,Garcia-1,COMP,PIT,,,,,,,,
NL,CN,Amir,Garrett,REG,PIT,,,,,,,,
NL,CN,Mychal,Givens,REG,PIT,,,,,,,,
NL,CN,Sonny,Gray,REG,PIT,,,,,,,,
NL,CN,Vladimir,Gutierrez,REG,PIT,,,,,,,,
NL,CN,Ryan,Hendrix,REG,PIT,,,,,,,,
NL,CN,Jeff,Hoffman,REG,PIT,,,,,,,,
NL,CN,Michael,Lorenzen,REG,PIT,,,,,,,,
NL,CN,Tyler,Mahle,REG,PIT,,,,,,,,
NL,CN,Wade,Miley,REG,PIT,,,,,,,,
NL,CN,Dauri,Moreta,COMP,PIT,,,,,,,,
NL,CN,Riley,O'Brien,COMP,PIT,,,,,,,,
NL,CN,Josh,Osich,COMP,PIT,,,,,,,,
NL,CN,Cionel,Perez,COMP,PIT,,,,,,,,
NL,CN,Reiver,Sanmartin,COMP,PIT,,,,,,,,
NL,CN,Tony,Santillan,REG,PIT,,,,,,,,
NL,CN,Lucas,Sims,REG,PIT,,,,,,,,
NL,CN,Art,Warren-1,ADD,PIT,,,,,,,,
NL,CN,Justin,Wilson-2,REG,PIT,,,,,,,,
NL,CO,Matt,Adams,COMP,BAT,,4,,,,,,
NL,CO,Charlie,Blackmon,REG,BAT,,,,,,,,4(B3)
NL,CO,C.J.,Cron,REG,BAT,,3,,,,,,
NL,CO,Yonathan,Daza,REG,BAT,,,,,,2,2,2
NL,CO,Elias,Diaz,REG,BAT,2,,,,,,,
NL,CO,Joshua,Fuentes,REG,BAT,,2,,2,,5,,
NL,CO,Garrett,Hampson,REG,BAT,,,3(B2),4,4,,3(B2),
NL,CO,Sam,Hilliard,REG,BAT,,,,,,3(B2),3(B2),3
NL,CO,Connor,Joe,REG,BAT,,4,,,,4,,
NL,CO,Ryan,McMahon,REG,BAT,,,2,1,,,,
NL,CO,Taylor,Motter-1,COMP,BAT,,,,4,,,,5
NL,CO,Dom,Nunez,REG,BAT,4,5,,,,,,
NL,CO,Chris,Owings,COMP,BAT,,,4,4,4,4,4,4
NL,CO,Brendan,Rodgers,REG,BAT,,,3,,4,,,
NL,CO,Rio,Ruiz-2,COMP,BAT,,4,,3,,4,,
NL,CO,Trevor,Story,REG,BAT,,,,,2,,,
NL,CO,Raimel,Tapia,REG,BAT,,,,,,3,4,4
NL,CO,Alan,Trejo,COMP,BAT,,,3,,3,,,
NL,CO,Ryan,Vilade,COMP,BAT,,,,,,4,,
NL,CO,Colton,Welker,COMP,BAT,,4,,4,,,,
NL,CO,Yency,Almonte,REG,PIT,,,,,,,,
NL,CO,Daniel,Bard,REG,PIT,,,,,,,,
NL,CO,Ben,Bowden,REG,PIT,,,,,,,,
NL,CO,Ryan,Castellani,COMP,PIT,,,,,,,,
NL,CO,Jhoulys,Chacin,REG,PIT,,,,,,,,
NL,CO,Carlos,Estevez,REG,PIT,,,,,,,,
NL,CO,Ryan,Feltner,COMP,PIT,,,,,,,,
NL,CO,Julian,Fernandez-2,COMP,PIT,,,,,,,,
NL,CO,Kyle,Freeland,REG,PIT,,,,,,,,
NL,CO,Lucas,Gilbreath,REG,PIT,,,,,,,,
NL,CO,Austin,Gomber,REG,PIT,,,,,,,,
NL,CO,Chi Chi,Gonzalez,REG,PIT,,,,,,,,
NL,CO,Ashton,Goudeau,ADD,PIT,,,,,,,,
NL,CO,Jon,Gray-1,REG,PIT,,,,,,,,
NL,CO,Tyler,Kinley,REG,PIT,,,,,,,,
NL,CO,Peter,Lambert,COMP,PIT,,,,,,,,
NL,CO,Justin,Lawrence,COMP,PIT,,,,,,,,
NL,CO,German,Marquez,REG,PIT,,,,,,,,
NL,CO,Zac,Rosscup,COMP,PIT,,,,,,,,
NL,CO,Antonio,Santos,COMP,PIT,,,,,,,,
NL,CO,Antonio,Senzatela,REG,PIT,,,,,,,,
NL,CO,Jordan,Sheffield-1,ADD,PIT,,,,,,,,
NL,CO,Robert,Stephenson,REG,PIT,,,,,,,,
NL,CO,Jesus,Tinoco,COMP,PIT,,,,,,,,
NL,LD,Austin,Barnes,REG,BAT,2,,4,,,,,
NL,LD,Matt,Beaty,REG,BAT,,4,,4,,4(B5),,4(B5)
NL,LD,Cody,Bellinger,REG,BAT,,2,,,,,1,1
NL,LD,Mookie,Betts,REG,BAT,,,4,,,,2,1
NL,LD,Andy,Burns,COMP,BAT,,4,4,4,,,,
NL,LD,Gavin,Lux,REG,BAT,,,4,4,3,4,4,5
NL,LD,Billy,McKinney,MIX,BAT,,3,,,,2,,2
NL,LD,Zach,McKinstry,ADD,BAT,,,4(B5),4,,3,,3
NL,LD,Max,Muncy,REG,BAT,,2,4(B3),4,,,,
NL,LD,Sheldon,Neuse,ADD,BAT,,,3,4,,4,,
NL,LD,DJ,Peters-1,COMP,BAT,,,,,,,2,2
NL,LD,A.J.,Pollock,REG,BAT,,,,,,3(B2),3(B2),
NL,LD,Albert,Pujols-2,REG,BAT,,4(B3),,,,,,
NL,LD,Luke,Raley,ADD,BAT,,,,,,4,,4
NL,LD,Zach,Reks,COMP,BAT,,,,,,5,,5
NL,LD,Edwin,Rios,COMP,BAT,,4,,4,,,,5
NL,LD,Corey,Seager,REG,BAT,,,,,3,,,
NL,LD,Will,Smith,REG,BAT,3,4,,4,,,,
NL,LD,Steven,Souza Jr.,COMP,BAT,,,,,,3,,3
NL,LD,Chris,Taylor,REG,BAT,,,2(B3),4(B5),3,2,2,3
NL,LD,Justin,Turner,REG,BAT,,,,3,,,,
NL,LD,Trea,Turner,REG,BAT,,,2(B3),2,,,,
NL,LD,Scott,Alexander,COMP,PIT,,,,,,,,
NL,LD,Trevor,Bauer,REG,PIT,,,,,,,,
NL,LD,Phil,Bickford,REG,PIT,,,,,,,,
NL,LD,Justin,Bruihl,COMP,PIT,,,,,,,,
NL,LD,Walker,Buehler,REG,PIT,,,,,,,,
NL,LD,Garrett,Cleavinger,COMP,PIT,,,,,,,,
NL,LD,Neftali,Feliz,COMP,PIT,,,,,,,,
NL,LD,Tony,Gonsolin,REG,PIT,,,,,,,,
NL,LD,Victor,Gonzalez,REG,PIT,,,,,,,,
NL,LD,Brusdar,Graterol,REG,PIT,,,,,,,,
NL,LD,Shane,Greene,COMP,PIT,,,,,,,,
NL,LD,Conner,Greene-2,COMP,PIT,,,,,,,,
NL,LD,Andre,Jackson,COMP,PIT,,,,,,,,
NL,LD,Kenley,Jansen,REG,PIT,,,,,,,,
NL,LD,Nate,Jones,COMP,PIT,,,,,,,,
NL,LD,Joe,Kelly,REG,PIT,,,,,,,,
NL,LD,Clayton,Kershaw,REG,PIT,,,,,,,,
NL,LD,Mike,Kickham,COMP,PIT,,,,,,,,
NL,LD,Corey,Knebel,ADD,PIT,,,,,,,,
NL,LD,Dustin,May,COMP,PIT,,,,,,,,
NL,LD,Jimmy,Nelson,ADD,PIT,,,,,,,,
NL,LD,Darien,Nunez,COMP,PIT,,,,,,,,
NL,LD,Evan,Phillips-2,COMP,PIT,,,,,,,,
NL,LD,David,Price,REG,PIT,,,,,,,,
NL,LD,Kevin,Quackenbush,COMP,PIT,,,,,,,,
NL,LD,Yefry,Ramirez-2,COMP,PIT,,,,,,,,
NL,LD,Dennis,Santana-1,COMP,PIT,,,,,,,,
NL,LD,Max,Scherzer,REG,PIT,,,,,,,,
NL,LD,Jimmie,Sherfy,COMP,PIT,,,,,,,,
NL,LD,Blake,Treinen,REG,PIT,,,,,,,,
NL,LD,Edwin,Uceta,COMP,PIT,,,,,,,,
NL,LD,Julio,Urias,REG,PIT,,,,,,,,
NL,LD,Andrew,Vasquez,COMP,PIT,,,,,,,,
NL,LD,Alex,Vesia,REG,PIT,,,,,,,,
NL,LD,Mitch,White,ADD,PIT,,,,,,,,
NL,MI,Jesus,Aguilar,REG,BAT,,4,,5,,,,
NL,MI,Jorge,Alfaro,REG,BAT,4,5,,,,5,,
NL,MI,Eddy,Alvarez,ADD,BAT,,,4,4(B5),,,,
NL,MI,Brian,Anderson,REG,BAT,,,,2,4,,,
NL,MI,Jon,Berti,REG,BAT,,,3,3(B4),3,3,3,4
NL,MI,Lewis,Brinson,REG,BAT,,,,,,2,2,2
NL,MI,Jazz,Chisholm Jr.,REG,BAT,,,3(B4),,4,,,
NL,MI,Garrett,Cooper,REG,BAT,,4,,,,,,4
NL,MI,Bryan,De La Cruz,REG,BAT,,,,,,3,4,3
NL,MI,Jose,Devers,COMP,BAT,,,3,,4,,,
NL,MI,Isan,Diaz,REG,BAT,,,3,3,,,,
NL,MI,Lewin,Diaz,ADD,BAT,,2,,,,,,
NL,MI,Corey,Dickerson-1,MIX,BAT,,,,,,4,,
NL,MI,Nick,Fortes,COMP,BAT,4,,,,,,,
NL,MI,Monte,Harrison,COMP,BAT,,,,,,,2,2
NL,MI,Payton,Henry,COMP,BAT,4,,,,,,,
NL,MI,Alex,Jackson,REG,BAT,4,,,,,,,4
NL,MI,Sandy,Leon,REG,BAT,2,,,5,,,,
NL,MI,Deven,Marrero,COMP,BAT,,4,3,3,4,,,
NL,MI,Luis,Marte,COMP,BAT,,,4,4,4,,,
NL,MI,Starling,Marte-1,MIX,BAT,,,,,,,2,
NL,MI,Brian,Miller-2,COMP,BAT,,,,,,4,4,
NL,MI,Joe,Panik-2,ADD,BAT,,4,3,4,,,,
NL,MI,Miguel,Rojas,REG,BAT,,,,,2,,,
NL,MI,Jesus,Sanchez,REG,BAT,,,,,,4,,4
NL,MI,Magneuris,Sierra,REG,BAT,,,,,,2,2,2
NL,MI,Chad,Wallach,ADD,BAT,3,,,,,,,
NL,MI,Sandy,Alcantara,REG,PIT,,,,,,,,
NL,MI,Anthony,Bass,REG,PIT,,,,,,,,
NL,MI,Andrew,Bellatti,COMP,PIT,,,,,,,,
NL,MI,Anthony,Bender,REG,PIT,,,,,,,,
NL,MI,Richard,Bleier,REG,PIT,,,,,,,,
NL,MI,Edward,Cabrera,REG,PIT,,,,,,,,
NL,MI,Paul,Campbell,ADD,PIT,,,,,,,,
NL,MI,Daniel,Castano,COMP,PIT,,,,,,,,
NL,MI,Adam,Cimber-1,ADD,PIT,,,,,,,,
NL,MI,Dylan,Floro,REG,PIT,,,,,,,,
NL,MI,Yimi,Garcia-1,MIX,PIT,,,,,,,,
NL,MI,Braxton,Garrett,ADD,PIT,,,,,,,,
NL,MI,Sean,Guenther,COMP,PIT,,,,,,,,
NL,MI,Preston,Guilmet,COMP,PIT,,,,,,,,
NL,MI,Jorge,Guzman,COMP,PIT,,,,,,,,
NL,MI,Elieser,Hernandez,REG,PIT,,,,,,,,
NL,MI,David,Hess-1,COMP,PIT,,,,,,,,
NL,MI,Jordan,Holloway,ADD,PIT,,,,,,,,
NL,MI,Pablo,Lopez,REG,PIT,,,,,,,,
NL,MI,Jesus,Luzardo-2,REG,PIT,,,,,,,,
NL,MI,Luis,Madero,COMP,PIT,,,,,,,,
NL,MI,Bryan,Mitchell,COMP,PIT,,,,,,,,
NL,MI,Shawn,Morimando,COMP,PIT,,,,,,,,
NL,MI,Nick,Neidert,ADD,PIT,,,,,,,,
NL,MI,Steven,Okert,REG,PIT,,,,,,,,
NL,MI,Zach,Pop,REG,PIT,,,,,,,,
NL,MI,Cody,Poteet,ADD,PIT,,,,,,,,
NL,MI,Austin,Pruitt-2,COMP,PIT,,,,,,,,
NL,MI,Trevor,Rogers-3,REG,PIT,,,,,,,,
NL,MI,Zach,Thompson,REG,PIT,,,,,,,,
NL,MI,Taylor,Williams-2,COMP,PIT,,,,,,,,
NL,ML,Willy,Adames-2,REG,BAT,,,,,1(B2),,,
NL,ML,Jackie,Bradley Jr.,REG,BAT,,,,,,1,1,1
NL,ML,Lorenzo,Cain,REG,BAT,,,,,,,1,
NL,ML,Eduardo,Escobar,REG,BAT,,4,4(B3),2(B3),4,,,
NL,ML,Mario,Feliciano,COMP,BAT,,,,,,,,
NL,ML,Derek,Fisher,COMP,BAT,,,,,,4,,4
NL,ML,Avisail,Garcia-2,REG,BAT,,,,,,,4,2
NL,ML,Keston,Hiura,ADD,BAT,,4,4,,,5,,
NL,ML,Tim,Lopes,COMP,BAT,,,4,,,,,
NL,ML,Luke,Maile,COMP,BAT,2,,,,,,,
NL,ML,Omar,Narvaez,REG,BAT,3,,5,,,,,
NL,ML,Jacob,Nottingham-1,COMP,BAT,3,,,,,,,
NL,ML,Jace,Peterson,REG,BAT,,3(B4),3(B2),3,5,4,,4
NL,ML,Manny,Pina,REG,BAT,2,,,,,,,
NL,ML,Corey,Ray,COMP,BAT,,,,,,,,4
NL,ML,Pablo,Reyes,ADD,BAT,,,4,4,4,4,,
NL,ML,Daniel,Robertson,ADD,BAT,,4,3,2,3,,,
NL,ML,Travis,Shaw-1,ADD,BAT,,3,,2,,,,
NL,ML,Tyrone,Taylor,REG,BAT,,,,,,2,3(B2),2
NL,ML,Rowdy,Tellez-2,REG,BAT,,3,,,,,,
NL,ML,Luis,Urias,REG,BAT,,,3,3,4,,,
NL,ML,Daniel,Vogelbach,REG,BAT,,5(B4),,,,,,
NL,ML,Kolten,Wong-1,REG,BAT,,,1,,,,,
NL,ML,Christian,Yelich,REG,BAT,,,,,,2,,3(B2)
NL,ML,Brett,Anderson,REG,PIT,,,,,,,,
NL,ML,Aaron,Ashby,ADD,PIT,,,,,,,,
NL,ML,John,Axford,COMP,PIT,,,,,,,,
NL,ML,Alec,Bettinger,COMP,PIT,,,,,,,,
NL,ML,Brad,Boxberger,REG,PIT,,,,,,,,
NL,ML,Corbin,Burnes,REG,PIT,,,,,,,,
NL,ML,Jake,Cousins,REG,PIT,,,,,,,,
NL,ML,John,Curtiss,ADD,PIT,,,,,,,,
NL,ML,J.P.,Feyereisen-1,COMP,PIT,,,,,,,,
NL,ML,Zack,Godley,COMP,PIT,,,,,,,,
NL,ML,Jandel,Gustave,COMP,PIT,,,,,,,,
NL,ML,Josh,Hader,REG,PIT,,,,,,,,
NL,ML,Blaine,Hardy,COMP,PIT,,,,,,,,
NL,ML,Adrian,Houser,REG,PIT,,,,,,,,
NL,ML,Eric,Lauer,REG,PIT,,,,,,,,
NL,ML,Josh,Lindblom,COMP,PIT,,,,,,,,
NL,ML,Hoby,Milner,COMP,PIT,,,,,,,,
NL,ML,Daniel,Norris-2,COMP,PIT,,,,,,,,
NL,ML,Freddy,Peralta,REG,PIT,,,,,,,,
NL,ML,Angel,Perdomo,COMP,PIT,,,,,,,,
NL,ML,Drew,Rasmussen-1,COMP,PIT,,,,,,,,
NL,ML,Colin,Rea,COMP,PIT,,,,,,,,
NL,ML,Trevor,Richards-1,COMP,PIT,,,,,,,,
NL,ML,Sal,Romano-2,COMP,PIT,,,,,,,,
NL,ML,Miguel,Sanchez,REG,PIT,,,,,,,,
NL,ML,Hunter,Strickland-2,REG,PIT,,,,,,,,
NL,ML,Brent,Suter,REG,PIT,,,,,,,,
NL,ML,Justin,Topa,COMP,PIT,,,,,,,,
NL,ML,Ryan,Weber-1,COMP,PIT,,,,,,,,
NL,ML,Patrick,Weigel,COMP,PIT,,,,,,,,
NL,ML,Devin,Williams,REG,PIT,,,,,,,,
NL,ML,Brandon,Woodruff,REG,PIT,,,,,,,,
NL,ML,Eric,Yardley,COMP,PIT,,,,,,,,
NL,ML,Jordan,Zimmermann,COMP,PIT,,,,,,,,
NL,NM,Albert,Almora Jr.,COMP,BAT,,,,,,2,2,2
NL,NM,Pete,Alonso,REG,BAT,,4,,,,,,
NL,NM,Javier,Baez,REG,BAT,,,2(B3),,1(B2),,,
NL,NM,Travis,Blankenhorn,COMP,BAT,,,4,,,4,,
NL,NM,Michael,Conforto,REG,BAT,,,,,,,,3
NL,NM,J.D.,Davis-1,REG,BAT,,,,5(B4),,,,
NL,NM,Brandon,Drury,ADD,BAT,,4,4,4,,4,,4
NL,NM,Luis,Guillorme,REG,BAT,,,2,3(B4),3(B4),,,
NL,NM,Khalil,Lee,COMP,BAT,,,,,,,,3
NL,NM,Francisco,Lindor,REG,BAT,,,,,1,,,
NL,NM,Cameron,Maybin,COMP,BAT,,,,,,3,3,3
NL,NM,Patrick,Mazeika,ADD,BAT,4,5,,,,,,
NL,NM,James,McCann,REG,BAT,2,4,,,,,,
NL,NM,Jeff,McNeil,REG,BAT,,,3,4,,3,,
NL,NM,Tomas,Nido,REG,BAT,3,,,5,,,,
NL,NM,Brandon,Nimmo,REG,BAT,,,,,,4(B3),3,
NL,NM,Jose,Peraza,ADD,BAT,,,3(B2),4,4,4,,
NL,NM,Kevin,Pillar,REG,BAT,,,,,,2(B1),2(B1),2
NL,NM,Chance,Sisco-2,COMP,BAT,4,,,,,,,
NL,NM,Dominic,Smith,REG,BAT,,3,,,,5(B4),,
NL,NM,Wilfredo,Tovar,COMP,BAT,,,3,,,,,
NL,NM,Jonathan,Villar,REG,BAT,,,4,3,4,,,
NL,NM,Mason,Williams,COMP,BAT,,,,,,,4,
NL,NM,Jacob,Barnes-1,COMP,PIT,,,,,,,,
NL,NM,Dellin,Betances,COMP,PIT,,,,,,,,
NL,NM,Akeem,Bostick,COMP,PIT,,,,,,,,
NL,NM,Carlos,Carrasco,ADD,PIT,,,,,,,,
NL,NM,Miguel,Castro,REG,PIT,,,,,,,,
NL,NM,Jacob,deGrom,REG,PIT,,,,,,,,
NL,NM,Edwin,Diaz,REG,PIT,,,,,,,,
NL,NM,Yennsy,Diaz,COMP,PIT,,,,,,,,
NL,NM,Jerad,Eickhoff,COMP,PIT,,,,,,,,
NL,NM,Jeurys,Familia,REG,PIT,,,,,,,,
NL,NM,Robert,Gsellman,ADD,PIT,,,,,,,,
NL,NM,Brad,Hand-2,REG,PIT,,,,,,,,
NL,NM,Geoff,Hartlieb,COMP,PIT,,,,,,,,
NL,NM,Heath,Hembree,REG,PIT,,,,,,,,
NL,NM,Trevor,Hildenberger,COMP,PIT,,,,,,,,
NL,NM,Rich,Hill-2,REG,PIT,,,,,,,,
NL,NM,Tommy,Hunter,COMP,PIT,,,,,,,,
NL,NM,Aaron,Loup,REG,PIT,,,,,,,,
NL,NM,Joey,Lucchesi,ADD,PIT,,,,,,,,
NL,NM,Seth,Lugo,REG,PIT,,,,,,,,
NL,NM,Trevor,May,REG,PIT,,,,,,,,
NL,NM,Tylor,Megill-2,REG,PIT,,,,,,,,
NL,NM,Stephen,Nogosek,COMP,PIT,,,,,,,,
NL,NM,Corey,Oswalt,COMP,PIT,,,,,,,,
NL,NM,David,Peterson,REG,PIT,,,,,,,,
NL,NM,Jake,Reed,COMP,PIT,,,,,,,,
NL,NM,Sean,Reid-Foley,COMP,PIT,,,,,,,,
NL,NM,Drew,Smith,ADD,PIT,,,,,,,,
NL,NM,Robert,Stock,COMP,PIT,,,,,,,,
NL,NM,Marcus,Stroman,REG,PIT,,,,,,,,
NL,NM,Noah,Syndergaard,COMP,PIT,,,,,,,,
NL,NM,Thomas,Szapucki,COMP,PIT,,,,,,,,
NL,NM,Stephen,Tarpley,COMP,PIT,,,,,,,,
NL,NM,Nick,Tropeano,COMP,PIT,,,,,,,,
