LG,TM,FIRST,LAST,USE,B/P,C,1B,2B,3B,SS,LF,CF,RF
NL,ATL,Sean,Murphy,REG,BAT,2,,,,,,,
NL,ATL,Matt,Olson,REG,BAT,,1,,,,,,
NL,ATL,Marcell,Ozuna,REG,BAT,,,,,,,,
NL,ATL,Austin,Riley,REG,BAT,,,,2,,,,
NL,ATL,Eddie,Rosario,ADD,BAT,,,,,,3,4,4
NL,ATL,Zack,Short,ADD,BAT,,,3,3(B4),4,,,
NL,ATL,Jorge,Soler,REG,BAT,,,,,,5,,5
NL,ATL,Chadwick,Tromp,ADD,BAT,3,,,,,,,
NL,ATL,Gio,Urshela,REG,BAT,,3,,2,4,,,
NL,ATL,Eli,White,COMP,BAT,,,4,,,2,2,2
NL,ATL,Luke,Williams,ADD,BAT,,,3,3,4,3,,
NL,ATL,John,Brebbia,COMP,PIT,,,,,,,,
NL,ATL,Aaron,Bummer,REG,PIT,,,,,,,,
NL,ATL,Jesse,Chavez,REG,PIT,,,,,,,,
NL,ATL,Dylan,Dodd,COMP,PIT,,,,,,,,
NL,ATL,Parker,Dunshee,COMP,PIT,,,,,,,,
NL,ATL,Bryce,Elder,ADD,PIT,,,,,,,,
NL,ATL,Max,Fried,REG,PIT,,,,,,,,
NL,ATL,Jimmy,Herget,COMP,PIT,,,,,,,,
NL,ATL,Daysbel,Hernandez,ADD,PIT,,,,,,,,
NL,ATL,Grant,Holmes,REG,PIT,,,,,,,,
NL,ATL,Raisel,Iglesias,REG,PIT,,,,,,,,
NL,ATL,Luke,Jackson,ADD,PIT,,,,,,,,
NL,ATL,Joe,Jimenez,REG,PIT,,,,,,,,
NL,ATL,Pierce,Johnson,REG,PIT,,,,,,,,
NL,ATL,Ray,Kerr,ADD,PIT,,,,,,,,
NL,ATL,Dylan,Lee,REG,PIT,,,,,,,,
NL,ATL,Reynaldo,Lopez,REG,PIT,,,,,,,,
NL,ATL,Tyler,Matzek,COMP,PIT,,,,,,,,
NL,ATL,A.J.,Minter,REG,PIT,,,,,,,,
NL,ATL,Charlie,Morton,REG,PIT,,,,,,,,
NL,ATL,Chris,Sale,REG,PIT,,,,,,,,
NL,ATL,Spencer,Schwellenbach,REG,PIT,,,,,,,,
NL,ATL,AJ,Smith-Shawver,ADD,PIT,,,,,,,,
NL,ATL,Jackson,Stephens,COMP,PIT,,,,,,,,
NL,ATL,Spencer,Strider,COMP,PIT,,,,,,,,
NL,ATL,Darius,Vines,COMP,PIT,,,,,,,,
NL,ATL,Hurston,Waldrep,COMP,PIT,,,,,,,,
NL,ATL,Allan,Winans,COMP,PIT,,,,,,,,
NL,CHC,Kevin,Alcantara,COMP,BAT,,,,,,,,4
NL,CHC,Miguel,Amaya,REG,BAT,2,,,,,,,
NL,CHC,Cody,Bellinger,REG,BAT,,2,,,,,2,2
NL,CHC,Christian,Bethancourt,REG,BAT,3,,,,,,,
NL,CHC,David,Bote,ADD,BAT,,4,3,3,,,,
NL,CHC,Michael,Busch,REG,BAT,,3,4,5,,,,
NL,CHC,Alexander,Canario,COMP,BAT,,,,,,4,,4
NL,CHC,Garrett,Cooper,COMP,BAT,,4,,,,4,,
NL,CHC,Pete,Crow-Armstrong,REG,BAT,,,,,,,1,
NL,CHC,Yan,Gomes,ADD,BAT,3,,,,,,,
NL,CHC,Ian,Happ,REG,BAT,,,,,,2,,
NL,CHC,Nico,Hoerner,REG,BAT,,,1,,2,,,
NL,CHC,Nick,Madrigal,ADD,BAT,,,3,2(B3),,,,
NL,CHC,Miles,Mastrobuoni,REG,BAT,,,3,3,4,4,,4
NL,CHC,Matt,Mervis,COMP,BAT,,4,,,,,,
NL,CHC,Christopher,Morel,MIX,BAT,,,,5,,,,
NL,CHC,Tomas,Nido,ADD,BAT,3,,,,,,,
NL,CHC,Isaac,Paredes,REG,BAT,,,,3,,,,
NL,CHC,Seiya,Suzuki,REG,BAT,,,,,,4,,4
NL,CHC,Dansby,Swanson,REG,BAT,,,,,1,,,
NL,CHC,Mike,Tauchman,REG,BAT,,,,,,3,3,3
NL,CHC,Luis,Vazquez,COMP,BAT,,,4,4,4,,,
NL,CHC,Patrick,Wisdom,REG,BAT,,4,4,3(B4),,4,,4
NL,CHC,Yency,Almonte,COMP,PIT,,,,,,,,
NL,CHC,Adbert,Alzolay,ADD,PIT,,,,,,,,
NL,CHC,Shawn,Armstrong,COMP,PIT,,,,,,,,
NL,CHC,Javier,Assad,REG,PIT,,,,,,,,
NL,CHC,Hunter,Bigge,COMP,PIT,,,,,,,,
NL,CHC,Colten,Brewer,ADD,PIT,,,,,,,,
NL,CHC,Ben,Brown,ADD,PIT,,,,,,,,
NL,CHC,Jose,Cuas,COMP,PIT,,,,,,,,
NL,CHC,Kyle,Hendricks,REG,PIT,,,,,,,,
NL,CHC,Porter,Hodge,REG,PIT,,,,,,,,
NL,CHC,Gavin,Hollowell,COMP,PIT,,,,,,,,
NL,CHC,Shota,Imanaga,REG,PIT,,,,,,,,
NL,CHC,Caleb,Kilian,COMP,PIT,,,,,,,,
NL,CHC,Mark,Leiter Jr.,ADD,PIT,,,,,,,,
NL,CHC,Luke,Little,REG,PIT,,,,,,,,
NL,CHC,Jorge,Lopez,REG,PIT,,,,,,,,
NL,CHC,Richard,Lovelady,COMP,PIT,,,,,,,,
NL,CHC,Julian,Merryweather,COMP,PIT,,,,,,,,
NL,CHC,Tyson,Miller,REG,PIT,,,,,,,,
NL,CHC,Jack,Neely,COMP,PIT,,,,,,,,
NL,CHC,Hector,Neris,MIX,PIT,,,,,,,,
NL,CHC,Daniel,Palencia,COMP,PIT,,,,,,,,
NL,CHC,Enoli,Paredes,ADD,PIT,,,,,,,,
NL,CHC,Nate,Pearson,REG,PIT,,,,,,,,
NL,CHC,Ethan,Roberts,REG,PIT,,,,,,,,
NL,CHC,Drew,Smyly,REG,PIT,,,,,,,,
NL,CHC,Justin,Steele,REG,PIT,,,,,,,,
NL,CHC,Jameson,Taillon,REG,PIT,,,,,,,,
NL,CHC,Keegan,Thompson,REG,PIT,,,,,,,,
NL,CHC,Hayden,Wesneski,REG,PIT,,,,,,,,
NL,CHC,Jordan,Wicks,ADD,PIT,,,,,,,,
NL,CHC,Trey,Wingenter,COMP,PIT,,,,,,,,
NL,CIN,Will,Benson,REG,BAT,,,,,,3,3,3
NL,CIN,Jeimer,Candelario,REG,BAT,,3,,4,,,,
NL,CIN,Conner,Capel,COMP,BAT,,,,,,4,,
NL,CIN,Elly,De La Cruz,REG,BAT,,,,,2(B3),,,
NL,CIN,Blake,Dunn,COMP,BAT,,,,,,3,4,4
NL,CIN,Christian,Encarnacion-Strand,ADD,BAT,,4,,,,,,
NL,CIN,Santiago,Espinal,REG,BAT,,,2,3,3,4,,4
NL,CIN,Stuart,Fairchild,REG,BAT,,,,,,2,2,2
NL,CIN,Mike,Ford,ADD,BAT,,5,,,,,,
NL,CIN,Jake,Fraley,REG,BAT,,,,,,3,4(B3),3
NL,CIN,Ty,France,REG,BAT,,4,,,,,,
NL,CIN,TJ,Friedl,REG,BAT,,,,,,,2,
NL,CIN,Rece,Hinds,ADD,BAT,,,,,,4,4,4
NL,CIN,Jacob,Hurtubise,ADD,BAT,,,,,,4,,4
NL,CIN,Jonathan,India,REG,BAT,,,4(B3),,,,,
NL,CIN,Levi,Jordan,COMP,BAT,,,4,,,4,,4
NL,CIN,Luke,Maile,REG,BAT,2,,,,,,,
NL,CIN,Noelvi,Marte,REG,BAT,,,4,3(B4),,,,
NL,CIN,Nick,Martini,ADD,BAT,,,,,,4,,4
NL,CIN,Edwin,Rios,COMP,BAT,,5,,,,,,
NL,CIN,Amed,Rosario,COMP,BAT,,,3,4,4,,,4
NL,CIN,Austin,Slater,ADD,BAT,,,,,,2,3,2
NL,CIN,Dominic,Smith,COMP,BAT,,3,,,,,,
NL,CIN,Livan,Soto,COMP,BAT,,,,,,,,
NL,CIN,Spencer,Steer,REG,BAT,,3(B2),4,,4,3,,4
NL,CIN,Tyler,Stephenson,REG,BAT,2,,,,,,,
NL,CIN,Bubba,Thompson,COMP,BAT,,,,,,,3,
NL,CIN,Joey,Wiemer,COMP,BAT,,,,,,2,2,2
NL,CIN,Austin,Wynns,COMP,BAT,3,,,,,,,
NL,CIN,Eric,Yang,COMP,BAT,,,,,,,,
NL,CIN,Andrew,Abbott,REG,PIT,,,,,,,,
NL,CIN,Julian,Aguiar,ADD,PIT,,,,,,,,
NL,CIN,Tejay,Antone,COMP,PIT,,,,,,,,
NL,CIN,Graham,Ashcraft,REG,PIT,,,,,,,,
NL,CIN,David,Buchanan,COMP,PIT,,,,,,,,
NL,CIN,Alan,Busenitz,COMP,PIT,,,,,,,,
NL,CIN,Fernando,Cruz,REG,PIT,,,,,,,,
NL,CIN,Alexis,Diaz,REG,PIT,,,,,,,,
NL,CIN,Buck,Farmer,REG,PIT,,,,,,,,
NL,CIN,Ian,Gibaut,COMP,PIT,,,,,,,,
NL,CIN,Hunter,Greene,REG,PIT,,,,,,,,
NL,CIN,Jakob,Junis,ADD,PIT,,,,,,,,
NL,CIN,Casey,Kelly,COMP,PIT,,,,,,,,
NL,CIN,Evan,Kravetz,COMP,PIT,,,,,,,,
NL,CIN,Casey,Legumina,COMP,PIT,,,,,,,,
NL,CIN,Brandon,Leibrandt,COMP,PIT,,,,,,,,
NL,CIN,Nick,Lodolo,REG,PIT,,,,,,,,
NL,CIN,Rhett,Lowder,ADD,PIT,,,,,,,,
NL,CIN,Nick,Martinez,REG,PIT,,,,,,,,
NL,CIN,Sam,Moll,REG,PIT,,,,,,,,
NL,CIN,Emilio,Pagan,REG,PIT,,,,,,,,
NL,CIN,Lyon,Richardson,COMP,PIT,,,,,,,,
NL,CIN,Tony,Santillan,REG,PIT,,,,,,,,
NL,CIN,Lucas,Sims,ADD,PIT,,,,,,,,
NL,CIN,Carson,Spiers,REG,PIT,,,,,,,,
NL,CIN,Brent,Suter,REG,PIT,,,,,,,,
NL,CIN,Brandon,Williamson,COMP,PIT,,,,,,,,
NL,CIN,Justin,Wilson,REG,PIT,,,,,,,,
NL,CIN,Yosver,Zulueta,COMP,PIT,,,,,,,,
NL,COL,Adael,Amador,COMP,BAT,,,4,,,,,
NL,COL,Jordan,Beck,REG,BAT,,,,,,3,4(B3),3
NL,COL,Charlie,Blackmon,REG,BAT,,,,,,,,4
NL,COL,Sean,Bouchard,ADD,BAT,,,,,,4(B5),,4(B5)
NL,COL,Kris,Bryant,ADD,BAT,,4,,,,,,4
NL,COL,Jake,Cave,REG,BAT,,,,,,3(B2),4,3(B2)
NL,COL,Brenton,Doyle,REG,BAT,,,,,,,1,
NL,COL,Hunter,Goodman,REG,BAT,3,4,,,,4,,4
NL,COL,Sam,Hilliard,REG,BAT,,,,,,2(B3),3,3
NL,COL,Greg,Jones,COMP,BAT,,,,,,,,4
NL,COL,Nolan,Jones,REG,BAT,,,,,,5(B4),,
NL,COL,Ryan,McMahon,REG,BAT,,,,1,,,,
NL,COL,Elehuris,Montero,REG,BAT,,4,,,,,,
NL,COL,Brendan,Rodgers,REG,BAT,,,3,,,,,
NL,COL,Drew,Romo,ADD,BAT,4,,,,,,,
NL,COL,Aaron,Schunk,REG,BAT,,,4,4,4,,,
NL,COL,Jacob,Stallings,REG,BAT,3,,,,,,,
NL,COL,Michael,Toglia,REG,BAT,,3,,,,,,4
NL,COL,Ezequiel,Tovar,REG,BAT,,,,,1,,,
NL,COL,Alan,Trejo,ADD,BAT,,,3,3,3,,,
NL,COL,Jake,Bird,REG,PIT,,,,,,,,
NL,COL,Ty,Blach,REG,PIT,,,,,,,,
NL,COL,Bradley,Blalock,ADD,PIT,,,,,,,,
NL,COL,Matt,Carasiti,COMP,PIT,,,,,,,,
NL,COL,Angel,Chivilli,REG,PIT,,,,,,,,
NL,COL,Jeff,Criswell,ADD,PIT,,,,,,,,
NL,COL,John,Curtiss,COMP,PIT,,,,,,,,
NL,COL,Noah,Davis,ADD,PIT,,,,,,,,
NL,COL,Ryan,Feltner,REG,PIT,,,,,,,,
NL,COL,Kyle,Freeland,REG,PIT,,,,,,,,
NL,COL,Lucas,Gilbreath,COMP,PIT,,,,,,,,
NL,COL,Austin,Gomber,REG,PIT,,,,,,,,
NL,COL,Tanner,Gordon,ADD,PIT,,,,,,,,
NL,COL,Seth,Halvorsen,COMP,PIT,,,,,,,,
NL,COL,Geoff,Hartlieb,COMP,PIT,,,,,,,,
NL,COL,Jaden,Hill,COMP,PIT,,,,,,,,
NL,COL,Dakota,Hudson,REG,PIT,,,,,,,,
NL,COL,Evan,Justice,COMP,PIT,,,,,,,,
NL,COL,Tyler,Kinley,REG,PIT,,,,,,,,
NL,COL,Matt,Koch,COMP,PIT,,,,,,,,
NL,COL,Peter,Lambert,REG,PIT,,,,,,,,
NL,COL,Justin,Lawrence,REG,PIT,,,,,,,,
NL,COL,German,Marquez,COMP,PIT,,,,,,,,
NL,COL,Anthony,Molina,REG,PIT,,,,,,,,
NL,COL,Luis,Peralta,COMP,PIT,,,,,,,,
NL,COL,Riley,Pint,COMP,PIT,,,,,,,,
NL,COL,Cal,Quantrill,REG,PIT,,,,,,,,
NL,COL,Josh,Rogers,COMP,PIT,,,,,,,,
NL,COL,Antonio,Senzatela,COMP,PIT,,,,,,,,
NL,COL,Chasen,Shreve,COMP,PIT,,,,,,,,
NL,COL,Victor,Vodnik,REG,PIT,,,,,,,,
NL,LAD,Austin,Barnes,REG,BAT,3,,4,,,,,
NL,LAD,Mookie,Betts,REG,BAT,,,3,,3,,,1(B2)
NL,LAD,Tommy,Edman,REG,BAT,,,3,,3,,2,
NL,LAD,Hunter,Feduccia,COMP,BAT,4,,,,,,,
NL,LAD,Freddie,Freeman,REG,BAT,,2,,,,,,
NL,LAD,Kike,Hernandez,REG,BAT,,4,4,4,4,3,3,
NL,LAD,Teoscar,Hernandez,REG,BAT,,,,,,4(B3),,4(B3)
NL,LAD,Jason,Heyward,ADD,BAT,,,,,,,,2
NL,LAD,Kevin,Kiermaier,COMP,BAT,,,,,,,1,
NL,LAD,Gavin,Lux,REG,BAT,,,3,,4,,,
NL,LAD,Max,Muncy,REG,BAT,,,,4(B3),,,,
NL,LAD,Shohei,Ohtani,REG,BAT,,,,,,,,
NL,LAD,James,Outman,ADD,BAT,,,,,,,3,
NL,LAD,Andy,Pages,REG,BAT,,,,,,2,3,2
NL,LAD,Miguel,Rojas,REG,BAT,,4,3,3,1,,,
NL,LAD,Will,Smith,REG,BAT,3(B2),,,,,,,
NL,LAD,Chris,Taylor,REG,BAT,,,4,4,,3,4,
NL,LAD,Taylor,Trammell,COMP,BAT,,,,,,3,,
NL,LAD,Miguel,Vargas,ADD,BAT,,,,,,5(B4),,
NL,LAD,Anthony,Banda,REG,PIT,,,,,,,,
NL,LAD,Ryan,Brasier,ADD,PIT,,,,,,,,
NL,LAD,Connor,Brogdon,COMP,PIT,,,,,,,,
NL,LAD,Walker,Buehler,REG,PIT,,,,,,,,
NL,LAD,Ben,Casparius,ADD,PIT,,,,,,,,
NL,LAD,Nabil,Crismatt,COMP,PIT,,,,,,,,
NL,LAD,J.P.,Feyereisen,COMP,PIT,,,,,,,,
NL,LAD,Jack,Flaherty,REG,PIT,,,,,,,,
NL,LAD,Tyler,Glasnow,REG,PIT,,,,,,,,
NL,LAD,Brusdar,Graterol,COMP,PIT,,,,,,,,
NL,LAD,Michael,Grove,REG,PIT,,,,,,,,
NL,LAD,Edgardo,Henriquez,ADD,PIT,,,,,,,,
NL,LAD,Brent,Honeywell,ADD,PIT,,,,,,,,
NL,LAD,Daniel,Hudson,REG,PIT,,,,,,,,
NL,LAD,Kyle,Hurt,COMP,PIT,,,,,,,,
NL,LAD,Joe,Kelly,REG,PIT,,,,,,,,
NL,LAD,Clayton,Kershaw,ADD,PIT,,,,,,,,
NL,LAD,Landon,Knack,REG,PIT,,,,,,,,
NL,LAD,Michael,Kopech,REG,PIT,,,,,,,,
NL,LAD,Dinelson,Lamet,COMP,PIT,,,,,,,,
NL,LAD,Zach,Logue,COMP,PIT,,,,,,,,
NL,LAD,Bobby,Miller,ADD,PIT,,,,,,,,
NL,LAD,James,Paxton,MIX,PIT,,,,,,,,
NL,LAD,Evan,Phillips,REG,PIT,,,,,,,,
NL,LAD,Nick,Ramirez,COMP,PIT,,,,,,,,
NL,LAD,Yohan,Ramirez,ADD,PIT,,,,,,,,
NL,LAD,River,Ryan,ADD,PIT,,,,,,,,
NL,LAD,Gavin,Stone,REG,PIT,,,,,,,,
NL,LAD,Blake,Treinen,REG,PIT,,,,,,,,
NL,LAD,Ricky,Vanasco,COMP,PIT,,,,,,,,
NL,LAD,Gus,Varland,COMP,PIT,,,,,,,,
NL,LAD,Alex,Vesia,REG,PIT,,,,,,,,
NL,LAD,Justin,Wrobleski,ADD,PIT,,,,,,,,
NL,LAD,Yoshinobu,Yamamoto,REG,PIT,,,,,,,,
NL,LAD,Ryan,Yarbrough,ADD,PIT,,,,,,,,
NL,MIA,Tim,Anderson,REG,BAT,,,,,3,,,
NL,MIA,Jonah,Bride,REG,BAT,,4,4,4,,,,
NL,MIA,Vidal,Brujan,REG,BAT,,4,3,4(B5),4(B3),4,4,4
NL,MIA,Jake,Burger,REG,BAT,,4,,4,,,,
NL,MIA,Jazz,Chisholm Jr.,MIX,BAT,,,3,,,,3,
NL,MIA,Griffin,Conine,ADD,BAT,,,,,,3,,3
NL,MIA,Jose,Devers,COMP,BAT,,4,3,,,,,
NL,MIA,Xavier,Edwards,REG,BAT,,,4,,4,,,
NL,MIA,Nick,Fortes,REG,BAT,2,,,,,,,
NL,MIA,Avisail,Garcia,ADD,BAT,,,,,,,,3
NL,MIA,Nick,Gordon,REG,BAT,,,4,,,3,4,
NL,MIA,Tristan,Gray,COMP,BAT,,,,3,,,,
NL,MIA,David,Hensley,ADD,BAT,,4,,4,,4,,4
NL,MIA,Derek,Hill,REG,BAT,,,,,,2,2,
NL,MIA,Otto,Lopez,REG,BAT,,,2,3,3,4,5,
NL,MIA,Dane,Myers,ADD,BAT,,,,,,4,4,3
NL,MIA,Connor,Norby,REG,BAT,,,4,4,,,,
NL,MIA,Cristian,Pache,ADD,BAT,,,,,,1(B2),2,
NL,MIA,Jhonny,Pereda,COMP,BAT,4,4,,,,,,
NL,MIA,Emmanuel,Rivera,MIX,BAT,,3,,2,,,,
NL,MIA,Ali,Sanchez,REG,BAT,4,,,,,,,
NL,MIA,Jesus,Sanchez,REG,BAT,,,,,,4,,3
NL,MIA,Javier,Sanoja,COMP,BAT,,,4,,4,4,4,
NL,MIA,Kyle,Stowers,REG,BAT,,,,,,3(B2),4,3(B2)
NL,MIA,Forrest,Wall,COMP,BAT,,,,,,4,,4
NL,MIA,Shaun,Anderson,COMP,PIT,,,,,,,,
NL,MIA,Matt,Andriese,COMP,PIT,,,,,,,,
NL,MIA,Lake,Bachar,COMP,PIT,,,,,,,,
NL,MIA,Mike,Baumann,COMP,PIT,,,,,,,,
NL,MIA,Valente,Bellozo,REG,PIT,,,,,,,,
NL,MIA,Anthony,Bender,REG,PIT,,,,,,,,
NL,MIA,Jonathan,Bermudez,COMP,PIT,,,,,,,,
NL,MIA,Edward,Cabrera,REG,PIT,,,,,,,,
NL,MIA,JT,Chargois,COMP,PIT,,,,,,,,
NL,MIA,Yonny,Chirinos,ADD,PIT,,,,,,,,
NL,MIA,Declan,Cronin,REG,PIT,,,,,,,,
NL,MIA,Xzavion,Curry,COMP,PIT,,,,,,,,
NL,MIA,Brett,de Geus,COMP,PIT,,,,,,,,
NL,MIA,Kent,Emanuel,COMP,PIT,,,,,,,,
NL,MIA,Calvin,Faucher,REG,PIT,,,,,,,,
NL,MIA,Braxton,Garrett,ADD,PIT,,,,,,,,
NL,MIA,Vladimir,Gutierrez,COMP,PIT,,,,,,,,
NL,MIA,Austin,Kitchen,COMP,PIT,,,,,,,,
NL,MIA,Jesus,Luzardo,REG,PIT,,,,,,,,
NL,MIA,Anthony,Maldonado,ADD,PIT,,,,,,,,
NL,MIA,Darren,McCaughan,ADD,PIT,,,,,,,,
NL,MIA,John,McMillon,COMP,PIT,,,,,,,,
NL,MIA,Max,Meyer,REG,PIT,,,,,,,,
NL,MIA,Roddery,Munoz,REG,PIT,,,,,,,,
NL,MIA,Andrew,Nardi,REG,PIT,,,,,,,,
NL,MIA,Adam,Oller,REG,PIT,,,,,,,,
NL,MIA,Michael,Petersen,ADD,PIT,,,,,,,,
NL,MIA,Emmanuel,Ramirez,REG,PIT,,,,,,,,
NL,MIA,Trevor,Rogers,MIX,PIT,,,,,,,,
NL,MIA,Sixto,Sanchez,ADD,PIT,,,,,,,,
NL,MIA,Burch,Smith,ADD,PIT,,,,,,,,
NL,MIA,George,Soriano,REG,PIT,,,,,,,,
NL,MIA,Jesus,Tinoco,REG,PIT,,,,,,,,
NL,MIA,Kyle,Tyler,ADD,PIT,,,,,,,,
NL,MIA,Anthony,Veneziano,COMP,PIT,,,,,,,,
NL,MIA,Eli,Villalobos,COMP,PIT,,,,,,,,
NL,MIA,Ryan,Weathers,REG,PIT,,,,,,,,
NL,MIL,Willy,Adames,REG,BAT,,,,,2,,,
NL,MIL,Jake,Bauers,REG,BAT,,2(B3),,,,4,,4
NL,MIL,Tyler,Black,ADD,BAT,,4,,,,,,
NL,MIL,Vinny,Capra,COMP,BAT,,,,4,4,,,
NL,MIL,Jackson,Chourio,REG,BAT,,,,,,3(B2),,2(B1)
NL,MIL,Isaac,Collins,COMP,BAT,,,4,,,4,,
NL,MIL,William,Contreras,REG,BAT,3,,,,,,,
NL,MIL,Oliver,Dunn,ADD,BAT,,4,4,4,,,,
NL,MIL,Sal,Frelick,REG,BAT,,,,5,,2,2,1
NL,MIL,Eric,Haase,REG,BAT,4,,,,,,,
NL,MIL,Brewer,Hicklen,COMP,BAT,,,,,,,,4
NL,MIL,Rhys,Hoskins,REG,BAT,,4,,,,,,
NL,MIL,Owen,Miller,COMP,BAT,,4,3,4,,,,
NL,MIL,Garrett,Mitchell,REG,BAT,,,,,,,3(B2),2
NL,MIL,Andruw,Monasterio,REG,BAT,,4,3,3(B4),,5,,
NL,MIL,Joey,Ortiz,REG,BAT,,,3,1,3,,,
NL,MIL,Blake,Perkins,REG,BAT,,,,,,,1,
NL,MIL,Chris,Roller,COMP,BAT,,,,,,,4,
NL,MIL,Gary,Sanchez,REG,BAT,4,5,,,,,,
NL,MIL,Brice,Turang,REG,BAT,,,1,,,,,
NL,MIL,Christian,Yelich,MIX,BAT,,,,,,3,,
NL,MIL,Aaron,Ashby,ADD,PIT,,,,,,,,
NL,MIL,J.B.,Bukauskas,COMP,PIT,,,,,,,,
NL,MIL,Aaron,Civale,REG,PIT,,,,,,,,
NL,MIL,Robert,Gasser,ADD,PIT,,,,,,,,
NL,MIL,DL,Hall,ADD,PIT,,,,,,,,
NL,MIL,Kevin,Herget,COMP,PIT,,,,,,,,
NL,MIL,Elieser,Hernandez,COMP,PIT,,,,,,,,
NL,MIL,Bryan,Hudson,REG,PIT,,,,,,,,
NL,MIL,Tyler,Jay,COMP,PIT,,,,,,,,
NL,MIL,Janson,Junk,COMP,PIT,,,,,,,,
NL,MIL,Dallas,Keuchel,COMP,PIT,,,,,,,,
NL,MIL,Jared,Koenig,REG,PIT,,,,,,,,
NL,MIL,Nick,Mears,ADD,PIT,,,,,,,,
NL,MIL,James,Meeker,COMP,PIT,,,,,,,,
NL,MIL,Trevor,Megill,REG,PIT,,,,,,,,
NL,MIL,Wade,Miley,COMP,PIT,,,,,,,,
NL,MIL,Hoby,Milner,REG,PIT,,,,,,,,
NL,MIL,Frankie,Montas,REG,PIT,,,,,,,,
NL,MIL,Tobias,Myers,REG,PIT,,,,,,,,
NL,MIL,Joel,Payamps,REG,PIT,,,,,,,,
NL,MIL,Elvis,Peguero,REG,PIT,,,,,,,,
NL,MIL,Freddy,Peralta,REG,PIT,,,,,,,,
NL,MIL,Colin,Rea,REG,PIT,,,,,,,,
NL,MIL,Carlos,Rodriguez,COMP,PIT,,,,,,,,
NL,MIL,Joe,Ross,REG,PIT,,,,,,,,
NL,MIL,Abner,Uribe,COMP,PIT,,,,,,,,
NL,MIL,Mitch,White,COMP,PIT,,,,,,,,
NL,MIL,Devin,Williams,REG,PIT,,,,,,,,
NL,MIL,Bryse,Wilson,REG,PIT,,,,,,,,
NL,MIL,Rob,Zastryzny,COMP,PIT,,,,,,,,
NL,NYM,Luisangel,Acuna,ADD,BAT,,,4,,4,,,
NL,NYM,Pete,Alonso,REG,BAT,,4,,,,,,
NL,NYM,Eddy,Alvarez,COMP,BAT,,,3,,4,,,
NL,NYM,Francisco,Alvarez,REG,BAT,4,,,,,,,
NL,NYM,Harrison,Bader,REG,BAT,,,,,,,1(B2),
NL,NYM,Brett,Baty,ADD,BAT,,,,4(B3),,,,
NL,NYM,Ben,Gamel,COMP,BAT,,,,,,3,,3
NL,NYM,Jose,Iglesias,REG,BAT,,,2,2,3,,,
NL,NYM,Francisco,Lindor,REG,BAT,,,,,1,,,
NL,NYM,Starling,Marte,REG,BAT,,,,,,,,3
NL,NYM,J.D.,Martinez,REG,BAT,,,,,,,,
NL,NYM,Jeff,McNeil,REG,BAT,,,2,,,3,,3
NL,NYM,Omar,Narvaez,ADD,BAT,3,,,,,,,
NL,NYM,Brandon,Nimmo,REG,BAT,,,,,,2,3,
NL,NYM,Pablo,Reyes,COMP,BAT,,,,,,,,
NL,NYM,DJ,Stewart,ADD,BAT,,4,,,,4,,4
NL,NYM,Tyrone,Taylor,REG,BAT,,,,,,2,2,1(B2)
NL,NYM,Luis,Torrens,REG,BAT,3,,,,,,,
NL,NYM,Mark,Vientos,REG,BAT,,4,,4(B3),,,,
NL,NYM,Joey,Wendle,COMP,BAT,,,3,3,3,,,
NL,NYM,Jesse,Winker,REG,BAT,,,,,,4,,4
NL,NYM,Ty,Adcock,COMP,PIT,,,,,,,,
NL,NYM,Paul,Blackburn,ADD,PIT,,,,,,,,
NL,NYM,Huascar,Brazoban,REG,PIT,,,,,,,,
NL,NYM,Jose,Butto,REG,PIT,,,,,,,,
NL,NYM,Edwin,Diaz,REG,PIT,,,,,,,,
NL,NYM,Jake,Diekman,REG,PIT,,,,,,,,
NL,NYM,Matt,Festa,COMP,PIT,,,,,,,,
NL,NYM,Reed,Garrett,REG,PIT,,,,,,,,
NL,NYM,Grant,Hartwig,COMP,PIT,,,,,,,,
NL,NYM,Adrian,Houser,ADD,PIT,,,,,,,,
NL,NYM,Joey,Lucchesi,COMP,PIT,,,,,,,,
NL,NYM,Sean,Manaea,REG,PIT,,,,,,,,
NL,NYM,Phil,Maton,REG,PIT,,,,,,,,
NL,NYM,Tylor,Megill,REG,PIT,,,,,,,,
NL,NYM,Dedniel,Nunez,ADD,PIT,,,,,,,,
NL,NYM,Eric,Orze,COMP,PIT,,,,,,,,
NL,NYM,Adam,Ottavino,REG,PIT,,,,,,,,
NL,NYM,David,Peterson,REG,PIT,,,,,,,,
NL,NYM,Jose,Quintana,REG,PIT,,,,,,,,
NL,NYM,Brooks,Raley,COMP,PIT,,,,,,,,
NL,NYM,Sean,Reid-Foley,ADD,PIT,,,,,,,,
NL,NYM,Christian,Scott,ADD,PIT,,,,,,,,
NL,NYM,Kodai,Senga,ADD,PIT,,,,,,,,
NL,NYM,Luis,Severino,REG,PIT,,,,,,,,
NL,NYM,Drew,Smith,ADD,PIT,,,,,,,,
NL,NYM,Ryne,Stanek,REG,PIT,,,,,,,,
NL,NYM,Cole,Sulser,COMP,PIT,,,,,,,,
NL,NYM,Julio,Teheran,COMP,PIT,,,,,,,,
NL,NYM,Michael,Tonkin,COMP,PIT,,,,,,,,
NL,NYM,Josh,Walker,COMP,PIT,,,,,,,,
NL,NYM,Alex,Young,COMP,PIT,,,,,,,,
