LG,TM,FIRST,LAST,USE,B/P,C,1B,2B,3B,SS,LF,CF,RF
NL,AT,Allan,Winans,ADD,PIT,,,,,,,,
NL,AT,Kyle,Wright,REG,PIT,,,,,,,,
NL,AT,Kirby,Yates,REG,PIT,,,,,,,,
NL,AT,Danny,Young,COMP,PIT,,,,,,,,
NL,CC,Miguel,Amaya,REG,BAT,4,,,,,,,
NL,CC,Tucker,Barnhart,ADD,BAT,3,,,,,,,
NL,CC,Cody,Bellinger,REG,BAT,,2,,,,,2,
NL,CC,Alexander,Canario,COMP,BAT,,,,,,,4,4
NL,CC,Jeimer,Candelario,REG,BAT,,3,,2,,,,
NL,CC,Pete,Crow-Armstrong,COMP,BAT,,,,,,,2,
NL,CC,Yan,Gomes,REG,BAT,3,,,,,,,
NL,CC,Ian,Happ,REG,BAT,,,,,,2,,
NL,CC,Nico,Hoerner,REG,BAT,,,1,,1,,,
NL,CC,Eric,Hosmer,ADD,BAT,,4,,,,,,
NL,CC,Nick,Madrigal,REG,BAT,,,3,2,,,,
NL,CC,Trey,Mancini,REG,BAT,,4,,,,,,5
NL,CC,Miles,Mastrobuoni,ADD,BAT,,,4,3,4,,,4
NL,CC,Matt,Mervis,ADD,BAT,,4,,,,,,
NL,CC,Christopher,Morel,REG,BAT,,,4,4,4,4,4,4
NL,CC,Edwin,Rios,COMP,BAT,,,,5,,,,
NL,CC,Seiya,Suzuki,REG,BAT,,,,,,,,2
NL,CC,Dansby,Swanson,REG,BAT,,,,,1,,,
NL,CC,Mike,Tauchman,REG,BAT,,,,,,3,3,3
NL,CC,Luis,Torrens,COMP,BAT,4,,,,,5,,
NL,CC,Nelson,Velazquez,COMP,BAT,,,,,,4,4,4
NL,CC,Patrick,Wisdom,REG,BAT,,4,4,3(B4),,4,,4
NL,CC,Jared,Young,COMP,BAT,,4,,,,,,
NL,CC,Adbert,Alzolay,REG,PIT,,,,,,,,
NL,CC,Javier,Assad,REG,PIT,,,,,,,,
NL,CC,Brad,Boxberger,ADD,PIT,,,,,,,,
NL,CC,Nick,Burdi,COMP,PIT,,,,,,,,
NL,CC,Jose,Cuas,REG,PIT,,,,,,,,
NL,CC,Tyler,Duffey,COMP,PIT,,,,,,,,
NL,CC,Jeremiah,Estrada,COMP,PIT,,,,,,,,
NL,CC,Michael,Fulmer,REG,PIT,,,,,,,,
NL,CC,Shane,Greene,COMP,PIT,,,,,,,,
NL,CC,Kyle,Hendricks,REG,PIT,,,,,,,,
NL,CC,Brandon,Hughes,COMP,PIT,,,,,,,,
NL,CC,Caleb,Kilian,COMP,PIT,,,,,,,,
NL,CC,Mark,Leiter,REG,PIT,,,,,,,,
NL,CC,Luke,Little,COMP,PIT,,,,,,,,
NL,CC,Julian,Merryweather,REG,PIT,,,,,,,,
NL,CC,Daniel,Palencia,REG,PIT,,,,,,,,
NL,CC,Michael,Rucker,ADD,PIT,,,,,,,,
NL,CC,Drew,Smyly,REG,PIT,,,,,,,,
NL,CC,Justin,Steele,REG,PIT,,,,,,,,
NL,CC,Marcus,Stroman,REG,PIT,,,,,,,,
NL,CC,Jameson,Taillon,REG,PIT,,,,,,,,
NL,CC,Keegan,Thompson,ADD,PIT,,,,,,,,
NL,CC,Hayden,Wesneski,REG,PIT,,,,,,,,
NL,CC,Jordan,Wicks,REG,PIT,,,,,,,,
NL,CN,Harrison,Bader,COMP,BAT,,,,,,,1,
NL,CN,Jose,Barrero,ADD,BAT,,,,,4,,4,
NL,CN,Will,Benson,REG,BAT,,,,,,3(B2),4,3(B2)
NL,CN,Curt,Casali,ADD,BAT,2,4,,5,,,,
NL,CN,Elly,De La Cruz,REG,BAT,,,,3(B2),3,,,
NL,CN,Christian,Encarnacion-Strand,REG,BAT,,4,,4,,,,
NL,CN,Stuart,Fairchild,REG,BAT,,,,,,2,3,2
NL,CN,Jake,Fraley,REG,BAT,,,,,,3,,3
NL,CN,TJ,Friedl,REG,BAT,,,,,,2,2,2
NL,CN,TJ,Hopkins,COMP,BAT,,,,,,4,,4
NL,CN,Jonathan,India,REG,BAT,,,4,,,,,
NL,CN,Alejo,Lopez,COMP,BAT,,,4,,,,,
NL,CN,Luke,Maile,REG,BAT,2,,,,,,,
NL,CN,Noelvi,Marte,ADD,BAT,,,4,3(B4),3,,,
NL,CN,Nick,Martini,ADD,BAT,,4,,,,4,,4
NL,CN,Matt,McLain,REG,BAT,,,2(B3),,2,,,
NL,CN,Wil,Myers,ADD,BAT,,3,,,,,,3
NL,CN,Kevin,Newman,MIX,BAT,,4,3,3,4,,,
NL,CN,Henry,Ramos,ADD,BAT,,,,,,4,,4
NL,CN,Hunter,Renfroe,COMP,BAT,,,,,,,,3
NL,CN,Matt,Reynolds,COMP,BAT,,3,,3,,,,
NL,CN,Nick,Senzel,REG,BAT,,,4,3,,4(B3),4(B3),4
NL,CN,Spencer,Steer,REG,BAT,,3,4,3,,4(B3),,4(B3)
NL,CN,Tyler,Stephenson,REG,BAT,3,4,,,,,,
NL,CN,Jason,Vosler,ADD,BAT,,4,,4,,,,
NL,CN,Joey,Votto,REG,BAT,,4(B3),,,,,,
NL,CN,Andrew,Abbott,REG,PIT,,,,,,,,
NL,CN,Tejay,Antone,COMP,PIT,,,,,,,,
NL,CN,Graham,Ashcraft,REG,PIT,,,,,,,,
NL,CN,Silvino,Bracho,COMP,PIT,,,,,,,,
NL,CN,Alan,Busenitz,COMP,PIT,,,,,,,,
NL,CN,Luis,Cessa,ADD,PIT,,,,,,,,
NL,CN,Fernando,Cruz,REG,PIT,,,,,,,,
NL,CN,Alexis,Diaz,REG,PIT,,,,,,,,
NL,CN,Daniel,Duarte,REG,PIT,,,,,,,,
NL,CN,Buck,Farmer,REG,PIT,,,,,,,,
NL,CN,Ian,Gibaut,REG,PIT,,,,,,,,
NL,CN,Hunter,Greene,REG,PIT,,,,,,,,
NL,CN,Kevin,Herget,ADD,PIT,,,,,,,,
NL,CN,Ricky,Karcher,COMP,PIT,,,,,,,,
NL,CN,Brett,Kennedy,COMP,PIT,,,,,,,,
NL,CN,Joel,Kuhnel,COMP,PIT,,,,,,,,
NL,CN,Derek,Law,REG,PIT,,,,,,,,
NL,CN,Casey,Legumina,COMP,PIT,,,,,,,,
NL,CN,Ben,Lively,REG,PIT,,,,,,,,
NL,CN,Nick,Lodolo,ADD,PIT,,,,,,,,
NL,CN,Michael,Mariot,COMP,PIT,,,,,,,,
NL,CN,Alec,Mills,COMP,PIT,,,,,,,,
NL,CN,Sam,Moll,REG,PIT,,,,,,,,
NL,CN,Connor,Overton,COMP,PIT,,,,,,,,
NL,CN,Connor,Phillips,COMP,PIT,,,,,,,,
NL,CN,Lyon,Richardson,COMP,PIT,,,,,,,,
NL,CN,Eduardo,Salazar,COMP,PIT,,,,,,,,
NL,CN,Reiver,Sanmartin,COMP,PIT,,,,,,,,
NL,CN,Tony,Santillan,COMP,PIT,,,,,,,,
NL,CN,Chasen,Shreve,COMP,PIT,,,,,,,,
NL,CN,Lucas,Sims,REG,PIT,,,,,,,,
NL,CN,Carson,Spiers,COMP,PIT,,,,,,,,
NL,CN,Levi,Stoudt,COMP,PIT,,,,,,,,
NL,CN,Luke,Weaver,MIX,PIT,,,,,,,,
NL,CN,Brandon,Williamson,REG,PIT,,,,,,,,
NL,CN,Jake,Wong,COMP,PIT,,,,,,,,
NL,CN,Randy,Wynne,COMP,PIT,,,,,,,,
NL,CN,Alex,Young,REG,PIT,,,,,,,,
NL,CO,Jorge,Alfaro,COMP,BAT,4,,,,,,,
NL,CO,Charlie,Blackmon,REG,BAT,,,,,,,,4
NL,CO,Sean,Bouchard,COMP,BAT,,,,,,4,,4
NL,CO,Kris,Bryant,REG,BAT,,4,,,,4,,4
NL,CO,Harold,Castro,REG,BAT,,,3,4,4,4,4,4
NL,CO,C.J.,Cron,ADD,BAT,,3,,,,,,
NL,CO,Yonathan,Daza,ADD,BAT,,,,,,,2,
NL,CO,Elias,Diaz,REG,BAT,3,,,,,,,
NL,CO,Brenton,Doyle,REG,BAT,,,,,,,1,
NL,CO,Hunter,Goodman,ADD,BAT,,4,,,,,,4
NL,CO,Randal,Grichuk,MIX,BAT,,,,,,3,4,3
NL,CO,Nolan,Jones,REG,BAT,,3,,4,,4(B3),4,4(B3)
NL,CO,Connor,Kaiser,COMP,BAT,,,,,4,,,
NL,CO,Ryan,McMahon,REG,BAT,,,2,1,,,,
NL,CO,Elehuris,Montero,REG,BAT,,4(B3),,4,,,,
NL,CO,Coco,Montes,COMP,BAT,,,4,4,4,,,
NL,CO,Mike,Moustakas,ADD,BAT,,4,,4,,,,
NL,CO,Brendan,Rodgers,REG,BAT,,,2,,,,,
NL,CO,Brian,Serven,COMP,BAT,4,,,,,,,
NL,CO,Michael,Toglia,REG,BAT,,2,,,,,,4
NL,CO,Ezequiel,Tovar,REG,BAT,,,,,1,,,
NL,CO,Alan,Trejo,REG,BAT,,,3,3,3,,,
NL,CO,Cole,Tucker,COMP,BAT,,,,,,,4,4
NL,CO,Austin,Wynns,REG,BAT,3,,,,,,,
NL,CO,Fernando,Abad,COMP,PIT,,,,,,,,
NL,CO,Chase,Anderson,REG,PIT,,,,,,,,
NL,CO,Daniel,Bard,REG,PIT,,,,,,,,
NL,CO,Jake,Bird,REG,PIT,,,,,,,,
NL,CO,Ty,Blach,REG,PIT,,,,,,,,
NL,CO,Justin,Bruihl,ADD,PIT,,,,,,,,
NL,CO,Blair,Calvo,COMP,PIT,,,,,,,,
NL,CO,Matt,Carasiti,ADD,PIT,,,,,,,,
NL,CO,Noah,Davis,ADD,PIT,,,,,,,,
NL,CO,Tommy,Doyle,ADD,PIT,,,,,,,,
NL,CO,Ryan,Feltner,REG,PIT,,,,,,,,
NL,CO,Chris,Flexen,REG,PIT,,,,,,,,
NL,CO,Kyle,Freeland,REG,PIT,,,,,,,,
NL,CO,Austin,Gomber,REG,PIT,,,,,,,,
NL,CO,Gavin,Hollowell,REG,PIT,,,,,,,,
NL,CO,Evan,Justice,COMP,PIT,,,,,,,,
NL,CO,Karl,Kauffmann,ADD,PIT,,,,,,,,
NL,CO,Tyler,Kinley,COMP,PIT,,,,,,,,
NL,CO,Matt,Koch,REG,PIT,,,,,,,,
NL,CO,Peter,Lambert,REG,PIT,,,,,,,,
NL,CO,Dinelson,Lamet,COMP,PIT,,,,,,,,
NL,CO,Justin,Lawrence,REG,PIT,,,,,,,,
NL,CO,German,Marquez,COMP,PIT,,,,,,,,
NL,CO,Nick,Mears,COMP,PIT,,,,,,,,
NL,CO,Riley,Pint,COMP,PIT,,,,,,,,
NL,CO,Connor,Seabold,REG,PIT,,,,,,,,
NL,CO,Antonio,Senzatela,COMP,PIT,,,,,,,,
NL,CO,Brent,Suter,REG,PIT,,,,,,,,
NL,CO,Jose,Urena,COMP,PIT,,,,,,,,
NL,CO,Victor,Vodnik,COMP,PIT,,,,,,,,
NL,LD,Austin,Barnes,REG,BAT,3(B4),,4,,,,,
NL,LD,Mookie,Betts,REG,BAT,,,2,,3,,,1
NL,LD,Michael,Busch,ADD,BAT,,4,4,4(B5),,5,,
NL,LD,Jonny,Deluca,COMP,BAT,,,,,,4,4,4
NL,LD,Freddie,Freeman,REG,BAT,,2,,,,,,
NL,LD,Enrique,Hernandez,REG,BAT,,4,3,4,4,3,3,3
NL,LD,Yonny,Hernandez,COMP,BAT,,,4,4,,,,
NL,LD,Jason,Heyward,REG,BAT,,4,,,,3,3,1(B2)
NL,LD,Jake,Marisnick,COMP,BAT,,,,,,,2,
NL,LD,J.D.,Martinez,REG,BAT,,,,,,5,,
NL,LD,Max,Muncy,REG,BAT,,,,4,,,,
NL,LD,James,Outman,REG,BAT,,,,,,2,2,2
NL,LD,David,Peralta,REG,BAT,,,,,,2,,4(B3)
NL,LD,Miguel,Rojas,REG,BAT,,,3,3,1,,,
NL,LD,Amed,Rosario,REG,BAT,,,3(B2),,4,,,
NL,LD,Will D.,Smith,REG,BAT,3,,,,,,,
NL,LD,Chris,Taylor,REG,BAT,,,3,4,3,3,3,
NL,LD,Trayce,Thompson,COMP,BAT,,,,,,2,3,2
NL,LD,Miguel,Vargas,REG,BAT,,4,5(B4),,,,,
NL,LD,Kolten,Wong,COMP,BAT,,,4,,,,,
NL,LD,Yency,Almonte,REG,PIT,,,,,,,,
NL,LD,Ryan,Brasier,REG,PIT,,,,,,,,
NL,LD,Tyler,Cyr,COMP,PIT,,,,,,,,
NL,LD,Caleb,Ferguson,REG,PIT,,,,,,,,
NL,LD,Tony,Gonsolin,REG,PIT,,,,,,,,
NL,LD,Victor,Gonzalez,ADD,PIT,,,,,,,,
NL,LD,Brusdar,Graterol,REG,PIT,,,,,,,,
NL,LD,Michael,Grove,ADD,PIT,,,,,,,,
NL,LD,Bryan,Hudson,COMP,PIT,,,,,,,,
NL,LD,Daniel,Hudson,COMP,PIT,,,,,,,,
NL,LD,Kyle,Hurt,COMP,PIT,,,,,,,,
NL,LD,Joe,Kelly,COMP,PIT,,,,,,,,
NL,LD,Clayton,Kershaw,REG,PIT,,,,,,,,
NL,LD,Lance,Lynn,REG,PIT,,,,,,,,
NL,LD,Dustin,May,ADD,PIT,,,,,,,,
NL,LD,Bobby,Miller,REG,PIT,,,,,,,,
NL,LD,Shelby,Miller,REG,PIT,,,,,,,,
NL,LD,Tyson,Miller,COMP,PIT,,,,,,,,
NL,LD,Ryan,Pepiot,ADD,PIT,,,,,,,,
NL,LD,Evan,Phillips,REG,PIT,,,,,,,,
NL,LD,Jake,Reed,COMP,PIT,,,,,,,,
NL,LD,Nick,Robertson,COMP,PIT,,,,,,,,
NL,LD,Tayler,Scott,COMP,PIT,,,,,,,,
NL,LD,Emmet,Sheehan,REG,PIT,,,,,,,,
NL,LD,Gavin,Stone,ADD,PIT,,,,,,,,
NL,LD,Wander,Suero,COMP,PIT,,,,,,,,
NL,LD,Noah,Syndergaard,ADD,PIT,,,,,,,,
NL,LD,Julio,Urias,REG,PIT,,,,,,,,
NL,LD,Gus,Varland,COMP,PIT,,,,,,,,
NL,LD,Alex,Vesia,REG,PIT,,,,,,,,
NL,LD,Ryan,Yarbrough,ADD,PIT,,,,,,,,
NL,MI,Jacob,Amaya,COMP,BAT,,,4,,4,,,
NL,MI,Luis,Arraez,REG,BAT,,4,3(B2),,,,,
NL,MI,Josh,Bell,REG,BAT,,4,,,,,,
NL,MI,Jon,Berti,REG,BAT,,,3,3,4,4,,
NL,MI,Peyton,Burdick,COMP,BAT,,,,,,3,4,3
NL,MI,Jake,Burger,REG,BAT,,,,3,,,,
NL,MI,Jazz,Chisholm,REG,BAT,,,,,,,3,
NL,MI,Jonathan,Davis,ADD,BAT,,,,,,,2,3
NL,MI,Bryan,De La Cruz,REG,BAT,,,,,,4,4,4
NL,MI,Xavier,Edwards,ADD,BAT,,,4,,,,4,
NL,MI,Nick,Fortes,REG,BAT,3,,,,,,,
NL,MI,Avisail,Garcia,ADD,BAT,,,,,,4,4,3
NL,MI,Yuli,Gurriel,REG,BAT,,2,,,,,,
NL,MI,Garrett,Hampson,REG,BAT,,,3,3,4(B3),4,3,4
NL,MI,Dane,Myers,ADD,BAT,,,,,,4,4,
NL,MI,Jesus,Sanchez,REG,BAT,,,,,,4,4,3
NL,MI,Jean,Segura,REG,BAT,,,,4,,,,
NL,MI,Jorge,Soler,REG,BAT,,,,,,,,4
NL,MI,Jacob,Stallings,REG,BAT,3(B4),,,,,,,
NL,MI,Joey,Wendle,REG,BAT,,,,,2,,,
NL,MI,Sandy,Alcantara,REG,PIT,,,,,,,,
NL,MI,Matt,Barnes,ADD,PIT,,,,,,,,
NL,MI,Archie,Bradley,COMP,PIT,,,,,,,,
NL,MI,Huascar,Brazoban,REG,PIT,,,,,,,,
NL,MI,Edward,Cabrera,REG,PIT,,,,,,,,
NL,MI,Daniel,Castano,COMP,PIT,,,,,,,,
NL,MI,JT,Chargois,REG,PIT,,,,,,,,
NL,MI,Johnny,Cueto,ADD,PIT,,,,,,,,
NL,MI,Enmanuel,De Jesus,COMP,PIT,,,,,,,,
NL,MI,Dylan,Floro,ADD,PIT,,,,,,,,
NL,MI,Braxton,Garrett,REG,PIT,,,,,,,,
NL,MI,Chi Chi,Gonzalez,COMP,PIT,,,,,,,,
NL,MI,Geoff,Hartlieb,COMP,PIT,,,,,,,,
NL,MI,Bryan,Hoeing,REG,PIT,,,,,,,,
NL,MI,Jeff,Lindgren,COMP,PIT,,,,,,,,
NL,MI,Jorge,Lopez,COMP,PIT,,,,,,,,
NL,MI,Jesus,Luzardo,REG,PIT,,,,,,,,
NL,MI,Matt,Moore,COMP,PIT,,,,,,,,
NL,MI,Andrew,Nardi,REG,PIT,,,,,,,,
NL,MI,Sean,Nolin,COMP,PIT,,,,,,,,
NL,MI,Steven,Okert,REG,PIT,,,,,,,,
NL,MI,Eury,Perez,REG,PIT,,,,,,,,
NL,MI,A.J.,Puk,REG,PIT,,,,,,,,
NL,MI,Johan,Quezada,COMP,PIT,,,,,,,,
NL,MI,David,Robertson,MIX,PIT,,,,,,,,
NL,MI,Trevor,Rogers,COMP,PIT,,,,,,,,
NL,MI,Tanner,Scott,REG,PIT,,,,,,,,
NL,MI,Devin,Smeltzer,COMP,PIT,,,,,,,,
NL,MI,George,Soriano,REG,PIT,,,,,,,,
NL,MI,Ryan,Weathers,ADD,PIT,,,,,,,,
NL,ML,Willy,Adames,REG,BAT,,,,,1(B2),,,
NL,ML,Brian,Anderson,REG,BAT,,,,2,,,,3
NL,ML,Mike,Brosseau,ADD,BAT,,3,4,3(B4),,,,
NL,ML,Mark,Canha,REG,BAT,,4,,5,,3(B2),,3(B2)
NL,ML,Victor,Caratini,REG,BAT,3,4,,,,,,
NL,ML,William,Contreras,REG,BAT,2,,,,,,,
NL,ML,Josh,Donaldson,COMP,BAT,,,,2,,,,
NL,ML,Sal,Frelick,REG,BAT,,,,,,3(B2),3(B2),2
NL,ML,Jahmai,Jones,COMP,BAT,,,4,,,,,
NL,ML,Owen,Miller,REG,BAT,,4,3,4,,4,,4
NL,ML,Garrett,Mitchell,ADD,BAT,,,,,,,2,
NL,ML,Andruw,Monasterio,REG,BAT,,,3,2,4,,,
NL,ML,Blake,Perkins,ADD,BAT,,,,,,2,2,2
NL,ML,Darin,Ruf,COMP,BAT,,4,,,,,,
NL,ML,Carlos,Santana,REG,BAT,,2,,,,,,
NL,ML,Jon,Singleton,COMP,BAT,,4,,,,,,
NL,ML,Raimel,Tapia,COMP,BAT,,,,,,4,,4
NL,ML,Tyrone,Taylor,REG,BAT,,,,,,2,3(B2),2
NL,ML,Rowdy,Tellez,REG,BAT,,3,,,,,,
NL,ML,Abraham,Toro,COMP,BAT,,4,,4,,,,
NL,ML,Brice,Turang,REG,BAT,,,1,,2,,,
NL,ML,Luis,Urias,COMP,BAT,,,4,4,,,,
NL,ML,Luke,Voit,ADD,BAT,,4,,,,,,
NL,ML,Joey,Wiemer,REG,BAT,,,,,,2,2,2
NL,ML,Jesse,Winker,ADD,BAT,,,,,,5,,5
NL,ML,Christian,Yelich,REG,BAT,,,,,,3,,
NL,ML,Clayton,Andrews,COMP,PIT,,,,,,,,
NL,ML,Caleb,Boushley,COMP,PIT,,,,,,,,
NL,ML,J.B.,Bukauskas,COMP,PIT,,,,,,,,
NL,ML,Corbin,Burnes,REG,PIT,,,,,,,,
NL,ML,Matt,Bush,COMP,PIT,,,,,,,,
NL,ML,Andrew,Chafin,MIX,PIT,,,,,,,,
NL,ML,Alex,Claudio,COMP,PIT,,,,,,,,
NL,ML,Jake,Cousins,COMP,PIT,,,,,,,,
NL,ML,Javier,Guerra,COMP,PIT,,,,,,,,
NL,ML,Adrian,Houser,REG,PIT,,,,,,,,
NL,ML,Janson,Junk,COMP,PIT,,,,,,,,
NL,ML,Eric,Lauer,ADD,PIT,,,,,,,,
NL,ML,Trevor,Megill,REG,PIT,,,,,,,,
NL,ML,J.C.,Mejia,COMP,PIT,,,,,,,,
NL,ML,Wade,Miley,REG,PIT,,,,,,,,
NL,ML,Hoby,Milner,REG,PIT,,,,,,,,
NL,ML,Thomas,Pannone,COMP,PIT,,,,,,,,
NL,ML,Joel,Payamps,REG,PIT,,,,,,,,
NL,ML,Elvis,Peguero,REG,PIT,,,,,,,,
NL,ML,Freddy,Peralta,REG,PIT,,,,,,,,
NL,ML,Colin,Rea,REG,PIT,,,,,,,,
NL,ML,Ethan,Small,COMP,PIT,,,,,,,,
NL,ML,Bennett,Sousa,COMP,PIT,,,,,,,,
NL,ML,Julio,Teheran,MIX,PIT,,,,,,,,
NL,ML,Abner,Uribe,REG,PIT,,,,,,,,
NL,ML,Thyago,Vieira,COMP,PIT,,,,,,,,
NL,ML,Devin,Williams,REG,PIT,,,,,,,,
NL,ML,Bryse,Wilson,REG,PIT,,,,,,,,
NL,ML,Brandon,Woodruff,REG,PIT,,,,,,,,
NL,NM,Abraham,Almonte,COMP,BAT,,,,,,4,,4
NL,NM,Pete,Alonso,REG,BAT,,4,,,,,,
NL,NM,Francisco,Alvarez,REG,BAT,3,,,,,,,
NL,NM,Jonathan,Arauz,COMP,BAT,,,3,2,4,,,
NL,NM,Brett,Baty,REG,BAT,,,,4,,5,,
NL,NM,Eduardo,Escobar,ADD,BAT,,,4,3,4,,,
NL,NM,Luis,Guillorme,REG,BAT,,,2,2,3,,,
NL,NM,Francisco,Lindor,REG,BAT,,,,,1,,,
NL,NM,Tim,Locastro,COMP,BAT,,,,,,2,3,
NL,NM,Starling,Marte,REG,BAT,,,,,,,4(B3),3(B2)
NL,NM,Ronny,Mauricio,ADD,BAT,,,3,3,4,,,
NL,NM,Jeff,McNeil,REG,BAT,,4,3(B2),,4,3,4,3
NL,NM,Danny,Mendick,ADD,BAT,,,2,3,,4,,
NL,NM,Omar,Narvaez,REG,BAT,3,,,,,,,
NL,NM,Tomas,Nido,COMP,BAT,2,,,,,,,
NL,NM,Brandon,Nimmo,REG,BAT,,,,,,2,2,
NL,NM,Rafael,Ortega,REG,BAT,,,,,,3(B2),3(B2),3
NL,NM,Michael,Perez,COMP,BAT,3,,,,,,,
NL,NM,DJ,Stewart,REG,BAT,,,,,,4(B3),,4(B3)
NL,NM,Mark,Vientos,REG,BAT,,4,,4,,,,
NL,NM,Dan,Vogelbach,REG,BAT,,,,,,,,
NL,NM,Phil,Bickford,REG,PIT,,,,,,,,
NL,NM,Jeff,Brigham,REG,PIT,,,,,,,,
NL,NM,Jose,Butto,REG,PIT,,,,,,,,
NL,NM,Carlos,Carrasco,REG,PIT,,,,,,,,
NL,NM,Sam,Coonrod,COMP,PIT,,,,,,,,
NL,NM,John,Curtiss,COMP,PIT,,,,,,,,
NL,NM,Reed,Garrett,COMP,PIT,,,,,,,,
NL,NM,Trevor,Gott,REG,PIT,,,,,,,,
NL,NM,Grant,Hartwig,REG,PIT,,,,,,,,
NL,NM,Tommy,Hunter,ADD,PIT,,,,,,,,
NL,NM,Anthony,Kay,COMP,PIT,,,,,,,,
NL,NM,Adam,Kolarek,COMP,PIT,,,,,,,,
NL,NM,Dominic,Leone,COMP,PIT,,,,,,,,
NL,NM,Joey,Lucchesi,REG,PIT,,,,,,,,
NL,NM,T.J.,McFarland,COMP,PIT,,,,,,,,
NL,NM,Tylor,Megill,REG,PIT,,,,,,,,
NL,NM,Zach,Muckenhirn,COMP,PIT,,,,,,,,
NL,NM,Vinny,Nittoli,COMP,PIT,,,,,,,,
NL,NM,Stephen,Nogosek,ADD,PIT,,,,,,,,
NL,NM,Adam,Ottavino,REG,PIT,,,,,,,,
NL,NM,David,Peterson,REG,PIT,,,,,,,,
NL,NM,Jose,Quintana,REG,PIT,,,,,,,,
NL,NM,Brooks,Raley,REG,PIT,,,,,,,,
NL,NM,Sean,Reid-Foley,COMP,PIT,,,,,,,,
NL,NM,Denyi,Reyes,COMP,PIT,,,,,,,,
NL,NM,Dennis,Santana,COMP,PIT,,,,,,,,
NL,NM,Max,Scherzer,MIX,PIT,,,,,,,,
NL,NM,Kodai,Senga,REG,PIT,,,,,,,,
NL,NM,Drew,Smith,REG,PIT,,,,,,,,
NL,NM,Edwin,Uceta,COMP,PIT,,,,,,,,
NL,NM,Justin,Verlander,MIX,PIT,,,,,,,,
NL,NM,Josh,Walker,COMP,PIT,,,,,,,,
NL,NM,Jimmy,Yacabonis,COMP,PIT,,,,,,,,
NL,PH,Alec,Bohm,REG,BAT,,4,,3(B2),,,,
NL,PH,Nicholas,Castellanos,REG,BAT,,,,,,,,4(B3)
NL,PH,Rodolfo,Castro,MIX,BAT,,,3(B4),4,4,,,
NL,PH,Jake,Cave,REG,BAT,,4,,,,3,4,3
NL,PH,Kody,Clemens,ADD,BAT,,4,,,5,,,5
NL,PH,Drew,Ellis,COMP,BAT,,4,,4,,,,
NL,PH,Dalton,Guthrie,COMP,BAT,,,,5,,3,3,3
NL,PH,Darick,Hall,COMP,BAT,,4,,,,,,
NL,PH,Bryce,Harper,REG,BAT,,3,,,,,,
NL,PH,Josh,Harrison,ADD,BAT,,,3,4,,4,,4
NL,PH,Brandon,Marsh,REG,BAT,,,,,,1(B2),3,2
NL,PH,Cristian,Pache,REG,BAT,,,,,,1,1,1
NL,PH,J.T.,Realmuto,REG,BAT,2,,,,,,,
NL,PH,Johan,Rojas,REG,BAT,,,,,,,1,
NL,PH,Kyle,Schwarber,REG,BAT,,,,,,5,,
NL,PH,Edmundo,Sosa,REG,BAT,,,3,4,3,,4,
NL,PH,Bryson,Stott,REG,BAT,,,1,,,,,
NL,PH,Garrett,Stubbs,REG,BAT,3,,,,,5,,
NL,PH,Trea,Turner,REG,BAT,,,,,3,,,
NL,PH,Weston,Wilson,COMP,BAT,,4,4,4,,4,,4
NL,PH,Jose,Alvarado,REG,PIT,,,,,,,,
NL,PH,Andrew,Bellatti,ADD,PIT,,,,,,,,
NL,PH,Connor,Brogdon,ADD,PIT,,,,,,,,
NL,PH,Dylan,Covey,REG,PIT,,,,,,,,
NL,PH,Seranthony,Dominguez,REG,PIT,,,,,,,,
NL,PH,Jeff,Hoffman,REG,PIT,,,,,,,,
NL,PH,Orion,Kerkering,COMP,PIT,,,,,,,,
NL,PH,Craig,Kimbrel,REG,PIT,,,,,,,,
NL,PH,Michael,Lorenzen,REG,PIT,,,,,,,,
NL,PH,Yunior,Marte,REG,PIT,,,,,,,,
NL,PH,McKinley,Moore,COMP,PIT,,,,,,,,
NL,PH,Nick,Nelson,COMP,PIT,,,,,,,,
NL,PH,Aaron,Nola,REG,PIT,,,,,,,,
NL,PH,Luis,Ortiz,COMP,PIT,,,,,,,,
NL,PH,Michael,Plassmeyer,COMP,PIT,,,,,,,,
NL,PH,Cristopher,Sanchez,REG,PIT,,,,,,,,
NL,PH,Gregory,Soto,REG,PIT,,,,,,,,
NL,PH,Matt,Strahm,REG,PIT,,,,,,,,
NL,PH,Ranger,Suarez,REG,PIT,,,,,,,,
NL,PH,Erich,Uelmen,COMP,PIT,,,,,,,,
NL,PH,Andrew,Vasquez,ADD,PIT,,,,,,,,
NL,PH,Taijuan,Walker,REG,PIT,,,,,,,,
NL,PH,Zack,Wheeler,REG,PIT,,,,,,,,
NL,PI,Miguel,Andujar,ADD,BAT,,,,,,4,,4
NL,PI,Ji-Hwan,Bae,REG,BAT,,,3(B4),,4,,4,
NL,PI,Vinny,Capra,COMP,BAT,,,4,4,,,,
NL,PI,Oneil,Cruz,COMP,BAT,,,,,4,,,
NL,PI,Henry,Davis,REG,BAT,5,,,,,,,5
NL,PI,Jason,Delay,REG,BAT,2,,,,,,,
NL,PI,Nick,Gonzales,ADD,BAT,,,3,,4,,,
NL,PI,Ke'Bryan,Hayes,REG,BAT,,,,1,,,,
NL,PI,Austin,Hedges,COMP,BAT,1,,,,,,,
NL,PI,Tyler,Heineman,COMP,BAT,3,,,,,,,
