TM,Location,HITTERS,AB,SO vlhp,BB v lhp,HIT v lhp,OB v lhp,TB v lhp,HR v lhp,BP v lhp,CL v lhp,DP v lhp,SO v rhp,BB v rhp,HIT v rhp,OB v rhp,TB v rhp,HR v rhp,BP v rhp,CL v rhp,DP v rhp,STEALING,STL,SPD,B,H,INJ,CA,1B,2B,3B,SS,LF,CF,RF,FIELDING
MLN,,"Mathias,M",94,21,1,19.7,22.7,38.8,2.3,w,+1,0,20,1,26,29,32.8,2.1,w,+1,0,*4/- (20-6),C,13,D,C,1,,425,406,,,416,,416,rf-4(+1)e16 lf-4e16 1b-4e25 2b-4e6
MLN,,"Morrison,L*",69,17,5,10.5,18.5,20.8,3,6,-4,0,33,13,10.1,26.1,26.1,4.2,7,0,0,-/- (---),E,10,D,D,1,,401,,,,,,,1b-4e1
MLN,,"Narvaez,O*",308,28,19,11.1,33.2,15.6,1.3,w,+9,3,28,14,14.6,31.6,19.8,1.5,1,+9,5,-/- (---),E,9,D,D,2,305,,,,,,,,"c-3(0)e5,T-13(pb-0)"
MLN,,"Nottingham,J",135,42,11,14.8,30.8,39.6,8.3,8,+3,13,46,7,8.3,20.3,15.3,1.5,1,+4,17,2/- (20-6),E,10,D,D,2,308,,,,,,,,"c-3(-1)e8,T-20(pb-5)"
MLN,,"Peterson,J*",140,32,23,15.5,40.5,16.3,0.2,0,-8,0,29,23,18,43,25.9,1.2,1,-8,0,*7/- (18-11),C,13,D,C,1,,314,371,365,,406,,406,rf-4(+1)e6 1b-3e14 3b-3e65 lf-4e6 2b-3e71
MLN,,"Pina,M",113,25,8,17.8,32.8,36.8,4,w,-4,0,27,2,15.5,24.5,28.4,4,7,-7,0,-/- (---),E,9,D,D,4,207,,,,,,,,"c-2(-3)e7,T-14(pb-0)"
MLN,,"Sogard,E*",316,18,17,11.4,30.4,13.2,0.6,0,+3,3,8,8,18.7,28.7,24.1,1,1,+3,4,2/- (20-6),E,12,D,C,1,,,315,321,434,516,,,3b-3e21 ss-4e34 2b-3e15 lf-5(+2)e16
MLN,,"Taylor,T",106,17,7,19.5,30.5,40.4,3.8,w,-4,19,28,0,15.3,19.3,31.8,3.3,5,-3,21,3/- (20-6),E,14,D,C,1,,,,,,303,403,303,rf-3(0)e3 cf-4e3 lf-3e3
MLN,,"Urias,L",297,30,0,38.3,41.3,56.7,0.5,0,+8,24,24,14,12.2,29.2,19.7,1.8,w,+7,22,*3-6/11 (15-7),C,13,D,D,3,,,321,208,336,,,,3b-2e8 2b-3e21 ss-3e36
MLN,,"Vogelbach,D*",320,39,17,2.5,21.5,4.8,0.4,1*,0,15,27,21,15.1,38.1,28.1,4,7,-7,13,-/- (---),E,9,D,D,1,,507,,,,,,,1b-5e7
MLN,,"Yelich,C*",570,26,21,24.4,47.4,47.8,4.8,8,-8,7,34,23,15,40,29,3.4,6,-6,10,"*4,6/- (17-11)",B,15,D,D,1,,,,,,304,,,lf-3(+1)e4
MMN,,"Aguilar,J",531,21,15,20.3,37.3,38,3.8,7,+9,17,19,14,16.1,32.1,28.9,3,7,+10,17,5/- (3-1),E,9,D,C,1,,316,,537,,,,,1b-3e16 3b-5e37
MMN,,"Alfaro,J",255,42,0,19.1,25.1,24.5,1.8,3,+8,15,52,0,14.3,20.3,18.9,1.2,3,+8,15,4/- (20-6),C,13,D,D,3,401,,,,,,,525,"c-4(-1)e1,T-12(pb-7) rf-5(+1)e25"
MMN,,"Alvarez,E+",103,59,3,1.4,8.4,1.5,0,w,0,0,38,8,16.5,28.5,18.7,0,w,+4,0,*6/- (20-12),B,14,D,D,1,,,412,432,414,,,,2b-4e12 3b-4e32 ss-4e14
MMN,,"Anderson,B",559,29,10,18.8,33.8,27.5,2.3,4,+6,5,31,11,18,34,32.6,3,6,+6,5,3/- (13-6),E,12,D,D,1,,425,441,127,,,,,3b-1e27 1b-4e25 2b-4e41
MMN,,"Berti,J",356,24,19,10.8,33.8,19,2.8,5,-2,1,29,13,21,38,31.1,2.3,w,-2,2,"*2-5,11,12/- (19-13)",A,17,B,C,2,,,310,408,312,,406,406,2b-3e10 rf-4(+1)e6 cf-4e6 3b-4e8 ss-3e12
MMN,,"Brinson,L",292,27,11,17.8,30.8,34.7,2.2,4,+3,16,42,2,11,15,15.1,0.6,2,+3,17,"*4,6/- (18-12)",B,15,D,D,1,,,,,,205,205,205,rf-2(-1)e5 lf-2e5 cf-2e5
MMN,,"Cervelli,F",148,44,7,10.3,23.3,23.7,3.7,8,-3,18,18,21,16.6,43.6,27.8,2.5,5,-8,17,4/- (20-6),C,9,D,D,4,303,,,,,,,,"c-3(0)e3,T-20(pb-6)"
MMN,,"Chisholm,J*",156,45,1,14.2,18.2,31.1,2.5,5,-4,0,49,9,6.8,18.8,15.8,2.2,5,-1,0,*2-9/- (15-13),B,14,D,D,1,,,317,,326,,,,2b-3e17 ss-3e26
MMN,,"Cooper,G",336,18,2,26.4,31.4,60.3,8,8,-1,31,29,8,22.1,33.1,28.7,0.9,2,-1,30,-/- (---),E,10,D,C,3,,307,,,,,,,1b-3e7
MMN,,"Diaz,I*",57,15,6,4.9,10.9,4.9,0,w,-1,0,40,3,18,21,18.9,0.3,1,-1,0,3/- (20-6),D,12,D,B,2,,,432,,,,,,2b-4e32
MMN,,"Diaz,L*",109,41,0,2.8,4.8,4.5,0.2,0,+6,32,21,2,18.5,22.5,26.3,0.2,0,+6,34,-/- (---),E,10,D,D,1,,207,,,,,,,1b-2e7
MMN,,"Dickerson,C*",542,29,0,21.8,22.8,34.3,3.5,8,-13,18,11,4,28.5,33.5,42.5,2.8,5,-15,21,6/- (13-6),D,11,D,B,1,,,,,,408,,,lf-4(+1)e8
MMN,,"Forsythe,L",94,44,10,7.7,19.7,19.7,2.7,6,0,0,27,15,3.3,20.4,4.3,0.3,1,-1,0,-/- (---),E,12,D,D,3,,408,412,,,,,,2b-4e12 1b-4e8
MMN,,"Harrison,M",130,58,12,3.5,17.5,8.3,1.6,4,0,0,67,3,12.7,17.7,23.5,3,w,-6,0,*3-6/- (19-15),A,16,D,D,1,,,,,,,209,209,cf-2(-2)e9 rf-2e9
MMN,,"Joyce,M*",351,23,12,13.6,26.6,14.1,0.2,0,+3,16,33,23,17.4,41.4,21.3,1,3,+3,12,2/- (20-6),E,11,D,D,2,,,,,,412,,412,rf-4(+1)e12 lf-4e12
MMN,,"Marte,S",636,10,0,24.2,30.2,33,0.4,0,-1,17,13,1,25.7,32.7,39.3,2.1,4,-1,16,"*2-5,11,12/- (18-13)",A,15,C,C,0,,,,,,203,203,,cf-2(-3)e3 lf-2e3
MMN,,"Rojas,M",357,0,4,44.5,51.5,69.6,3.1,6,0,3,7,10,21.1,34.1,25.7,0.3,0,0,3,"*4,5/- (17-11)",B,12,D,B,2,,313,,305,214,,,,ss-2e14 3b-3e5 1b-3e13
MMN,,"Sanchez,J*",73,60,0,4.8,4.8,11.4,2.2,w*,0,28,29,12,8,20,19.8,2.8,w*,0,27,3/- (20-6),D,12,D,C,1,,,,,,,,321,rf-3(-1)e21
MMN,,"Sierra,M*",132,43,10,20.9,33.8,28.1,1.3,w,+6,0,13,2,22.5,27.5,36.3,1.6,w,+6,0,*2-6/- (18-14),B,17,B,C,3,,,,,,207,307,207,cf-3(-2)e7 lf-2e7 rf-2e7
MMN,,"Wallach,C",120,30,16,27.1,45.2,50,3.5,7,+5,15,39,5,7.8,14.8,19.1,3.3,w,+6,18,2/- (20-6),E,8,C,D,3,305,,,,,,,,"c-3(0)e5,T-1(pb-0)"
MNA,,"Adrianza,E+",255,19,17,9.9,28.9,19.9,1.4,w,0,21,24,6,21.5,29.6,28.8,0.4,0,-12,24,2/- (20-6),E,13,C,C,1,,,411,310,321,,,,3b-3e10 ss-3e21 2b-4e11
MNA,,"Arraez,L*",306,0,22,17.6,40.6,17.6,0,w,+9,8,0,1,39.7,41.7,54.1,0.9,w,+11,12,2/- (20-6),E,12,D,B,2,,,405,,,,,,2b-4e5
MNA,,"Astudillo,W",43,0,0,23.4,28.4,31.9,2.2,3,-8,0,0,0,26.8,31.8,41.5,3.3,6,-8,0,-/- (---),E,10,D,B,4,401,,,,,,,,"c-4(+1)e1,T-4(pb-20)"
MNA,,"Avila,A*",138,44,19,15.1,37,19.1,1.1,2,-9,16,42,29,7.7,39.7,17,2,3*,0,13,-/- (---),E,8,D,D,3,316,,,,,,,,"c-3(-1)e16,T-15(pb-1)"
MNA,,"Buxton,B",352,36,0,26,28,43.3,4.8,8,-14,10,34,0,21.5,23.5,48.5,7.6,8,-8,9,"*5,6/- (19-13)",B,17,D,D,2,,,,,,,102,,cf-1(-2)e2
MNA,,"Cave,J*",312,59,0,14.9,19.9,25.3,2.8,5,-1,0,40,3,23,31,34.9,2.3,3,-1,0,"2-6,11/- (3-1)",E,14,D,D,1,,,,,,304,304,304,cf-3(-1)e4 rf-3e4 lf-3e4
MNA,,"Cruz,N",519,13,11,36.7,51.7,82.9,15,8,-11,21,38,11,18.8,33.8,39.3,6,8,-8,14,-/- (---),E,10,D,D,1,,,,,,,,,
MNA,,"Donaldson,J",232,33,36,2.4,41.4,9.1,2.3,4*,0,21,25,22,18,43,31.7,3.8,6,-8,24,2/- (20-6),E,10,D,D,3,,,,212,,,,,3b-2e12
MNA,,"Garver,M",200,25,17,19.8,38.8,29.2,3.1,6,-4,8,57,11,7.1,20.1,16.8,2,4*,0,9,-/- (---),E,10,D,D,4,405,425,,,,,,,"c-4(0)e5,T-8(pb-6) 1b-4e25"
MNA,,"Gonzalez,M+",494,18,4,18.2,25.2,30.6,3.8,w,+12,1,24,11,12.7,26.7,20.3,2.4,4,+11,1,-/- (---),E,11,D,C,1,,307,308,405,,,,325,2b-3e8 3b-4e5 1b-3e7 rf-3(-2)e25
MNA,,"Jeffers,R",156,32,7,25.7,36.7,29,0.9,1,-10,0,27,6,19.8,29.8,32.3,3.8,7,-10,0,-/- (---),E,9,D,D,2,304,,,,,,,,"c-3(+2)e4,T-5(pb-1)"
MNA,,"Kepler,M*",476,22,11,14.3,28.3,24.7,1.5,3,+6,1,12,15,16.7,34.7,37.7,5.3,8,+6,0,4/- (18-6),C,14,D,D,2,,,,,,,304,104,rf-1(-3)e4 cf-3e4
MNA,,"Polanco,J+",576,9,0,29.5,30.5,35.2,0.3,0,+13,25,11,7,24,32,32.8,0.8,1,+12,23,*2-5/12 (15-9),C,14,B,C,1,,,,,306,,,,ss-3e6
MNA,,"Rooker,B",53,31,2,22.8,32.8,31.8,2.2,4,+4,0,40,3,18.6,29.6,45.8,4.8,8,0,0,-/- (---),E,10,D,C,2,,,,,,504,,504,rf-5(+1)e4 lf-5e4
MNA,,"Rosario,E*",596,5,1,25.7,26.7,34.4,0.8,0,+8,11,9,3,22.8,25.8,49,7.6,8,+8,11,4/- (17-6),C,13,C,C,1,,,,,,406,,,lf-4(-2)e6
MNA,,"Sano,M",507,70,9,11.6,21.6,34.8,5.8,8*,0,5,58,15,13.6,29.6,40.8,6.8,8*,0,5,-/- (---),E,12,D,D,1,,413,,,,,,,1b-4e13
MNA,,"Wade Jr,L*",107,18,7,5.2,16.2,8,0.7,0,+3,0,16,13,20.7,37.7,27.4,0.3,0,+3,0,"2-5,12/- (13-11)",D,13,D,C,1,,425,,,,323,423,423,1b-4e25 lf-3(+1)e23 cf-4e23 rf-4e23
NYA,,"Andujar,M",171,8,4,23.9,28.9,34.9,1.6,3,-4,14,12,2,20.9,23.9,31.5,1,0,-4,14,-/- (---),E,12,D,B,1,,,,465,,525,,,lf-5(+1)e25 3b-4e65
NYA,,"Estrada,T",134,31,0,25,31,32,2.3,4,-10,0,35,0,11.6,17.6,13.4,0.6,0,-9,0,4/- (20-6),D,13,D,D,1,,,304,459,432,,,,2b-3e4 3b-4e59 ss-4e32
NYA,,"Ford,M*",205,18,11,6.7,21.7,15.1,1.6,2,0,28,17,9,12.3,25.3,25.4,2.2,4,-2,29,-/- (---),E,9,D,B,1,,429,,,,,,,1b-4e29
NYA,,"Frazier,C",388,31,8,17.3,28.3,34.5,3.8,5,-5,24,35,17,17.5,37.5,30.7,2.8,4,-5,22,3/- (20-6),C,14,D,D,1,,,,,,405,,405,rf-4(-1)e5 lf-4e5
NYA,,"Gardner,B*",378,26,7,16.8,25.8,17.2,0,0,-11,0,18,19,17.2,38.2,28.3,2,2,-9,0,*2-6/12 (15-10),B,15,B,D,1,,,,,,208,308,,lf-2(-1)e8 cf-3e8
NYA,,"Hicks,A+",488,14,19,13.5,33.5,24.5,2.2,3,+2,16,20,28,12.1,41,23.4,1.8,3,+2,12,7/- (14-6),C,15,D,B,1,,,,,,,207,,cf-2(-1)e7
NYA,,"Higashioka,K",128,13,0,6.1,8.1,15.8,3.3,5,0,0,33,0,17.2,19.2,36.7,5.9,8,0,0,-/- (---),E,8,D,C,3,212,,,,,,,,"c-2(-2)e12,T-17(pb-3)"
NYA,,"Judge,A",275,38,21,15.6,39.5,52.5,12.3,8,-1,13,40,15,15.7,33.7,41.7,8,8,-4,18,6/- (13-6),D,14,D,D,3,,,,,,,,101,rf-1(-5)e1
NYA,,"Kratz,E",77,25,0,32.3,35.3,51,0.9,0,+4,0,16,7,21,31,24.5,1.1,0,+4,0,-/- (---),E,8,D,C,2,313,425,,,,,,,"c-3(-1)e13,T-17(pb-0) 1b-4e25"
NYA,,"Lemahieu,D",545,0,8,40.8,50.8,55.1,0.8,0,+6,10,4,7,29.5,38.5,39.6,2.4,4,+6,10,2/- (20-6),C,14,D,B,2,,212,120,231,,,,,2b-1e20 3b-2e31 1b-2e12
NYA,,"Mercer,J",55,9,12,32.7,44.7,46.2,3.8,w,-8,29,12,8,12.9,20.9,25.4,3.5,w,-6,31,-/- (---),E,11,D,C,1,,425,,437,420,,,,ss-4e20 1b-4e25 3b-4e37
NYA,,"Sanchez,G",435,49,25,3.8,32.8,15.4,3.8,6*,0,18,44,8,7.3,19.3,21.1,4.4,8*,0,28,-/- (---),E,9,D,D,2,416,,,,,,,,"c-4(-2)e16,T-15(pb-5)"
NYA,,"Stanton,G",220,40,23,15.4,42.4,52.1,10.6,8*,0,8,38,18,14.8,36.8,38.2,5.2,8,0,14,6/- (15-6),C,12,D,D,3,,,,,,,,,
NYA,,"Tauchman,M*",271,44,6,17.1,25.1,27.9,1.5,w,+8,23,20,9,22.7,33.7,32,1,1,+8,22,"*2-5,12/- (17-12)",B,15,D,D,1,,,,,,201,301,201,lf-2(-1)e1 rf-2e1 cf-3e1
NYA,,"Torres,G",388,19,15,17.7,34.7,31.3,3,5,+3,21,16,14,19.9,35.8,30,1.8,3,+3,22,4/- (15-6),D,12,D,C,2,,,,,438,,,,ss-4e38
NYA,,"Urshela,G",434,14,16,21.4,39.3,30.1,0.8,1,+1,24,12,7,25.9,34.8,41.5,2.7,4,+1,24,2/- (20-6),E,11,D,C,2,,,,105,,,,,3b-1e5
NYA,,"Voit,L",581,26,11,13.5,27.6,41.3,9.3,8,-2,14,30,11,20,34,40.5,6.2,8,-9,13,-/- (---),E,10,D,C,1,,411,,,,,,,1b-4e11
NYA,,"Wade,T*",258,39,0,4,7,8.8,1.6,3*,0,8,22,10,15.6,28.6,21.2,0.8,1,+3,6,"*2-5,11,12/- (18-13)",B,16,B,C,1,,,211,,323,,,,ss-3e23 2b-2e11
NYN,,"Alonso,P",581,42,12,7.8,25.8,24.5,5.6,8,0,8,28,8,18.3,32.3,39.4,5.8,8,-6,11,2/- (20-6),E,12,D,D,1,,422,,,,,,,1b-4e22
NYN,,"Cano,R*",470,9,5,26.1,33.1,42.6,3.3,5,-7,27,7,1,34.1,37.1,47.3,2.5,4,-7,29,-/- (---),E,9,D,B,2,,,406,,,,,,2b-4e6
NYN,,"Cespedes,Y",86,48,9,5.6,19.6,11.4,1.6,2,-1,26,42,6,15.7,26.6,35.4,5,8,-2,21,-/- (---),E,9,D,D,1,,,,,,,,,
NYN,,"Chirinos,R",201,24,23,11.6,40.6,24.1,1.5,2,0,17,43,5,5.9,17,10.9,0.9,1*,0,31,-/- (---),E,9,D,B,3,303,,,,,,,,"c-3(+1)e3,T-6(pb-3)"
NYN,,"Conforto,M*",559,29,10,23.8,38.8,36.8,3.4,7,-7,17,25,18,25.9,48.9,41.3,3.2,6,-6,14,"2-5,10/11 (13-7)",C,13,D,D,1,,,,,,,,302,rf-3(-2)e2
NYN,,"Davis,J",551,22,14,19.7,37.7,33.8,2.4,3,-7,26,26,13,21.4,38.4,31,2.4,4,-13,26,2/- (20-6),E,12,D,D,1,,,,415,,525,,,3b-4e15 lf-5(0)e25
NYN,,"Dozier,B",40,33,10,11.9,21.9,14.4,0.8,0,-8,28,26,11,12.9,23.9,15.5,0.9,0,-8,30,-/- (---),E,13,D,D,1,,,350,,,,,,2b-3e50
NYN,,"Frazier,T",429,23,13,19.8,37.8,34.3,2.4,3,-7,1,26,8,12.8,25.9,22.4,1.8,3,-5,3,4/- (16-6),D,11,D,D,1,,309,,318,,,,,3b-3e18 1b-3e9
NYN,,"Gimenez,A*",337,26,4,22,33.1,31.5,1.8,3,-14,0,24,2,23.3,32.3,35.2,1.3,2,-14,0,*3-6/- (18-15),A,16,B,D,2,,,218,341,208,,,,ss-2e8 2b-2e18 3b-3e41
NYN,,"Guillorme,L*",163,28,18,11.9,30.9,12.1,0,w,+1,26,18,15,27.9,43.9,36.2,0,w,+1,24,3/- (20-6),C,12,C,D,1,,,210,419,405,,,,2b-2e10 3b-4e19 ss-4e5
NYN,,"Heredia,G",91,12,17,21.6,40.6,31.3,2.3,w,+4,0,31,4,10.3,16.3,20.5,3.4,5,+4,0,*4/- (20-6),C,14,D,D,1,,,,,,,208,208,cf-2(-2)e8 rf-2e8
NYN,,"Marisnick,J",89,34,4,26,32,47.1,3.2,5,+4,0,47,1,18.6,21.6,31.8,2.5,4,+4,0,*4/- (20-6),C,15,D,D,3,,,,,,,116,,cf-1(-2)e16
NYN,,"McNeil,J*",516,3,5,29.5,39.5,41.1,1.3,w,+3,11,4,5,30.3,40.3,41.6,1.5,2,+3,11,2-5/10 (13-6),D,13,D,B,1,,,311,365,,308,,308,lf-3(-1)e8 3b-3e65 2b-3e11 rf-3e8
NYN,,"Nido,T",68,37,6,32.1,38.1,59,5.6,8,-8,11,21,2,17.8,19.8,23.8,1.6,3,-8,33,-/- (---),E,8,D,C,4,302,,,,,,,,"c-3(-1)e2,T-20(pb-6)"
NYN,,"Nimmo,B*",518,33,12,15,33,24.9,0.5,1,-5,0,21,26,17.5,49.5,29.1,1.8,3,-5,0,"5,6/12 (13-7)",D,14,D,C,1,,,,,,306,406,306,cf-4(+1)e6 lf-3e6 rf-3e6
NYN,,"Ramos,W",394,12,14,27.3,43.3,35.7,2,3,-13,22,15,4,22.9,28.9,30.6,1.8,2,-14,26,-/- (---),E,8,D,B,2,401,,,,,,,,"c-4(+1)e1,T-3(pb-3)"
NYN,,"Rosario,A",393,8,0,34.4,34.4,45.6,1,1,-10,28,27,0,21.7,21.7,30.4,1.5,1,-10,26,"*2-6,12/- (15-12)",B,16,D,D,1,,,,,308,,,,ss-3e8
NYN,,"Smith,D*",499,23,16,21.5,40.5,39,2,4,0,6,29,2,26,31,51,4.8,8,0,8,-/- (---),E,11,D,D,1,,314,,,,515,,,1b-3e14 lf-5(+2)e15
OAA,,"Allen,A*",83,31,0,16.9,16.9,16.9,0,w,-9,0,46,0,17.7,17.7,29.6,2.3,5,-7,0,-/- (---),E,8,D,D,2,401,,,,,,,,"c-4(+3)e1,T-7(pb-0)"
OAA,,"Canha,M",557,20,19,18.1,45.2,35.6,1.8,4,+8,4,29,18,12.6,38.7,22.1,1.3,2,+8,4,3/- (20-6),C,14,D,D,1,,409,,,,304,304,304,rf-3(0)e4 lf-3e4 cf-3e4 1b-4e9
OAA,,"Chapman,M",381,27,14,12.7,29.7,26.6,3.3,6,+1,10,42,7,16.3,26.3,46,6.3,8,0,11,2/- (20-6),E,13,D,D,2,,,,123,364,,,,3b-1e23 ss-3e64
OAA,,"Davis,K",241,26,18,22.7,44.7,33.7,2.2,5,-5,25,45,8,8.6,20.6,24.2,4.6,8,-1,16,-/- (---),E,11,D,C,1,,,,,,,,,
OAA,,"Grossman,R+",460,22,22,11.8,36.9,31.8,3,w,-1,2,18,10,22,35,39.9,2.5,5,-7,2,*2-5/- (17-12),B,14,D,C,1,,,,,,300,400,300,lf-3(0)e0 cf-4e0 rf-3e0
OAA,,"Heim,J+",106,1,1,27.5,28.5,36.1,2.6,w,+6,22,8,6,15.4,21.4,20.8,1.8,w,+6,21,-/- (---),E,9,D,C,2,308,,,,,,,,"c-3(+2)e8,T-20(pb-0)"
OAA,,"Kemp,T*",273,7,2,16.5,22.4,29.9,0.4,w,-5,0,6,14,22.8,40.8,31.3,1.5,w,-11,0,*4-6/- (16-12),B,15,C,C,1,,,305,,,301,,,2b-3e5 lf-3(+2)e1
OAA,,"La Stella,T*",557,0,12,15.2,29.2,26.2,2.1,w,+11,20,0,11,27.1,40,41.1,2,2,+11,21,2/- (20-6),E,12,D,B,1,,420,423,406,,,,,2b-4e23 1b-4e20 3b-4e6
OAA,,"Lamb,J*",240,20,11,6.2,21.1,14.3,2.1,3,+7,7,38,14,10.6,28.5,20,2,4,+7,7,2-5/- (3-1),E,13,D,D,1,,406,,413,,,,,3b-4e13 1b-4e6
OAA,,"Laureano,R",531,38,8,13.6,28.5,22.8,1.4,3,+9,22,30,14,12.5,33.6,23.7,1.2,3,+8,21,"*4,5/- (17-11)",B,15,D,C,1,,,,,,,207,,cf-2(-4)e7
OAA,,"Machin,V*",173,6,28,10.9,39.9,16.1,0,w,-3,23,12,9,21,31.1,23.1,0,w,-10,30,2/- (20-6),E,11,D,C,1,,424,411,321,464,,,,3b-3e21 ss-4e64 2b-4e11 1b-4e24
OAA,,"Murphy,S",336,36,14,17.9,33.9,29.4,3.3,6,-10,20,28,21,14.5,37.5,25.4,2.8,5,-7,20,2/- (20-6),E,10,D,D,2,204,,,,,,,,"c-2(-2)e4,T-6(pb-5)"
OAA,,"Olson,M*",593,38,10,13.9,25.8,29.5,4.4,8,-4,5,39,17,12.2,31.2,35.1,7.2,8,-1,4,2/- (20-6),E,11,D,C,0,,103,,,,,,,1b-1e3
OAA,,"Pinder,C",156,29,6,13.3,20.3,27.9,4.8,8,-6,29,28,9,22,32,31.1,0.3,0,-9,29,-/- (---),E,12,D,C,2,,,315,320,,302,,,2b-3e15 3b-3e20 lf-3(0)e2
OAA,,"Piscotty,S",434,24,4,19.7,26.7,28.2,1,2,+12,18,34,4,15.1,22.1,27.7,2.8,6,+12,18,4/- (20-6),C,12,D,C,1,,,,,,,,300,rf-3(-1)e0
OAA,,"Semien,M",587,20,14,17.4,31.4,37.2,4.6,8,-6,8,15,13,17.8,30.8,26.3,1,3,-9,8,*6/- (18-6),B,15,D,C,1,,,,,322,,,,ss-3e22
PHN,,"Bohm,A",453,11,11,22.9,35.9,37.7,2.4,3,+11,21,18,8,30.4,40.4,40.5,1.2,0,+12,21,6/- (13-6),D,11,D,C,1,,413,,418,,,,,3b-4e18 1b-4e13
PHN,,"Bruce,J*",263,37,0,12.1,13.1,24.5,2.4,4,-3,7,25,5,12.9,18.9,38.1,6.2,8,0,6,-/- (---),E,10,D,C,2,,524,,,,504,,504,lf-5(+1)e4 rf-5e4 1b-5e24
PHN,,"Garlick,K",60,50,0,9,11.9,18.7,2.3,3,+4,0,43,0,9.5,12.5,19.9,1.3,0*,0,0,-/- (---),E,11,D,D,2,,,,,,408,,408,lf-4(+1)e8 rf-4e8
PHN,,"Gosselin,P",256,26,11,23.1,35.1,33.8,1.8,1,-3,22,33,5,19,25,27.2,1,1,-3,20,6/12 (13-5),E,13,D,C,1,,416,411,447,,423,,423,1b-4e16 lf-4(+1)e23 rf-4e23 2b-4e11 3b-4e47
PHN,,"Gregorius,D*",603,8,0,17.8,19.8,35.6,3.6,6,+1,14,3,2,27.5,31.5,40.6,2.5,4,+1,14,"2-5,10/11 (13-7)",D,13,D,C,0,,,,,220,,,,ss-2e20
PHN,,"Harper,B*",542,29,24,21.7,47.7,40.7,5,7,-10,13,22,25,16.4,43.4,32,4,6,-7,14,"*4,5/- (18-11)",A,15,B,D,1,,,,,,,403,203,rf-2(-2)e3 cf-4e3
PHN,,"Haseley,A*",226,17,1,18.4,23.4,30.9,2.7,w,+8,28,23,6,22.4,32.4,33.2,1,0,+8,26,7/- (13-6),D,13,A,C,2,,,,,,301,401,301,cf-4(-1)e1 lf-3e1 rf-3e1
PHN,,"Hoskins,R",423,8,40,14.4,58.5,31.3,3.6,6,-3,10,31,19,11.2,34.2,27.5,3.6,5,-1,13,2/- (20-6),D,11,D,D,2,,416,,,,,,,1b-4e16
PHN,,"Kingery,S",316,44,6,9.7,17.7,21.3,3.8,w,-4,4,29,4,12.9,19,23,1.1,1,-3,4,"*4,6/- (16-11)",C,13,D,C,2,,,332,,423,,308,,2b-3e32 cf-3(+1)e8 ss-4e23
PHN,,"Knapp,A+",209,26,9,21,33,34.9,2.8,w,+8,8,36,23,13.4,39.4,21.2,1.3,0,+7,6,-/- (---),E,9,D,D,2,405,425,,,,,,,"c-4(0)e5,T-20(pb-8) 1b-4e25"
PHN,,"McCutchen,A",593,21,18,20.8,39.8,36.8,2.8,4,+5,12,19,13,17.4,31.4,27.3,2.8,3,+5,13,*6/- (17-6),B,14,D,C,1,,,,,,404,,,lf-4(0)e4
PHN,,"Quinn,R+",295,26,4,15.1,22.2,40,4.2,5,-1,0,47,1,19.3,23.3,27.6,1.2,w,-8,0,*2-6/- (19-15),A,17,A,D,2,,,,,,,305,305,cf-3(-2)e5 rf-3e5
PHN,,"Realmuto,J",491,25,11,28.1,44.1,44.1,2.8,4,-14,8,24,7,18.5,30.5,36.1,4.5,6,-8,12,*5/- (18-6),C,15,D,D,2,101,307,,,,,,,"c-1(-2)e1,T-13(pb-1) 1b-3e7"
PHN,,"Segura,J",549,13,7,27.5,36.5,42.2,2.5,2,-5,20,10,7,27.3,36.3,43.7,4,w,-5,22,*4-6/- (15-11),C,14,C,D,1,,,210,315,488,,,,2b-2e10 3b-3e15 ss-4e88
PHN,,"Walker,N+",105,21,1,2.1,5.1,8.4,2.1,w*,0,0,33,6,22.6,30.6,34.6,1.6,2,+6,0,-/- (---),E,11,D,D,1,,405,412,410,,516,,,2b-4e12 1b-4e5 3b-4e10 lf-5(+3)e16
PIN,,"Alford,A",75,41,4,13.6,17.6,18,1.4,2,-2,0,38,6,13.4,19.5,43.6,7.3,8*,0,0,"*2-7,12/- (17-15)",A,17,D,D,2,,,,,,212,312,,cf-3(+1)e12 lf-2e12
PIN,,"Bell,J+",541,36,13,11.9,26.9,19.1,2,5,-7,9,23,9,23.1,34.1,35.4,3,6,-11,9,5/- (3-1),E,11,D,C,1,,419,,,,,,,1b-4e19
PIN,,"Evans,P",112,8,2,29.7,35.7,42.4,2.7,6,+6,20,14,14,21.7,39.7,33.7,3.1,w,+5,15,"5,6/10 (13-6)",E,11,D,C,4,,430,,441,,425,,425,3b-4e41 lf-4(+2)e25 rf-4e25 1b-4e30
PIN,,"Frazier,A*",580,10,0,20.1,23.1,33,3,w,-3,10,5,8,22.3,33.3,29.8,1,2,-2,9,"4-6/10,11 (13-5)",D,13,C,C,1,,,204,,,308,,,2b-2e4 lf-3(+1)e8
PIN,,"Gonzalez,E",504,23,0,25,26,46.1,3.3,7,+13,22,35,0,15.3,16.3,31.7,2.8,w,+13,22,*2-8/10-12 (15-9),C,13,C,C,1,,,,314,322,,,,ss-3e22 3b-3e14
PIN,,"Hayes,K",239,16,1,42.2,45.2,61.4,1.6,3,-6,16,21,9,27.5,38.4,43.6,2.5,4,-5,17,*5/- (20-6),B,13,D,C,1,,,,208,,,,,3b-2e8
